"Plot Title: Hour4"
"#","Date Time, GMT-07:00","Intensity, Lux (LGR S/N: 1266540, SEN S/N: 1266540, LBL: light)","Max: Temperature, °C (LGR S/N: 1266540)","Min: Temperature, °C (LGR S/N: 1266540)","Avg: Temperature, °C (LGR S/N: 1266540)","Bad Battery (LGR S/N: 1266540)","Coupler Attached (LGR S/N: 1266540)","Host Connected (LGR S/N: 1266540)","Stopped (LGR S/N: 1266540)","End Of File (LGR S/N: 1266540)"
337,05/24/18 12:00:00 PM,1377.8,13.076,13.076,13.076,,,,,
338,05/24/18 01:00:00 PM,1980.6,13.269,13.269,13.269,,,,,
339,05/24/18 02:00:00 PM,1313.2,13.461,13.461,13.461,,,,,
340,05/24/18 03:00:00 PM,2411.1,14.038,14.038,14.038,,,,,
341,05/24/18 04:00:00 PM,23422.4,15.473,15.473,15.473,,,,,
342,05/24/18 05:00:00 PM,3788.9,15.378,15.378,15.378,,,,,
343,05/24/18 06:00:00 PM,527.4,14.996,14.996,14.996,,,,,
344,05/24/18 07:00:00 PM,172.2,14.613,14.613,14.613,,,,,
345,05/24/18 08:00:00 PM,64.6,14.325,14.325,14.325,,,,,
346,05/24/18 09:00:00 PM,0.0,14.038,14.038,14.038,,,,,
347,05/24/18 10:00:00 PM,0.0,13.750,13.750,13.750,,,,,
348,05/24/18 11:00:00 PM,0.0,13.461,13.461,13.461,,,,,
349,05/25/18 12:00:00 AM,0.0,13.269,13.269,13.269,,,,,
350,05/25/18 01:00:00 AM,0.0,13.076,13.076,13.076,,,,,
351,05/25/18 02:00:00 AM,0.0,12.883,12.883,12.883,,,,,
352,05/25/18 03:00:00 AM,0.0,12.690,12.690,12.690,,,,,
353,05/25/18 04:00:00 AM,0.0,12.594,12.594,12.594,,,,,
354,05/25/18 05:00:00 AM,0.0,12.497,12.497,12.497,,,,,
355,05/25/18 06:00:00 AM,129.2,12.497,12.497,12.497,,,,,
356,05/25/18 07:00:00 AM,301.4,12.497,12.497,12.497,,,,,
357,05/25/18 08:00:00 AM,538.2,12.401,12.401,12.401,,,,,
358,05/25/18 09:00:00 AM,699.7,12.401,12.401,12.401,,,,,
359,05/25/18 10:00:00 AM,1011.8,12.401,12.401,12.401,,,,,
360,05/25/18 11:00:00 AM,1377.8,12.594,12.594,12.594,,,,,
361,05/25/18 12:00:00 PM,1636.1,12.787,12.787,12.787,,,,,
362,05/25/18 01:00:00 PM,1463.9,12.883,12.883,12.883,,,,,
363,05/25/18 02:00:00 PM,2238.9,13.173,13.173,13.173,,,,,
364,05/25/18 03:00:00 PM,1377.8,13.461,13.461,13.461,,,,,
365,05/25/18 04:00:00 PM,12400.1,13.846,13.846,13.846,,,,,
366,05/25/18 05:00:00 PM,5166.7,14.134,14.134,14.134,,,,,
367,05/25/18 06:00:00 PM,516.7,13.846,13.846,13.846,,,,,
368,05/25/18 07:00:00 PM,150.7,13.365,13.365,13.365,,,,,
369,05/25/18 08:00:00 PM,86.1,13.076,13.076,13.076,,,,,
370,05/25/18 09:00:00 PM,0.0,12.690,12.690,12.690,,,,,
371,05/25/18 10:00:00 PM,0.0,12.401,12.401,12.401,,,,,
372,05/25/18 11:00:00 PM,0.0,12.013,12.013,12.013,,,,,
373,05/26/18 12:00:00 AM,0.0,11.722,11.722,11.722,,,,,
374,05/26/18 01:00:00 AM,0.0,11.528,11.528,11.528,,,,,
375,05/26/18 02:00:00 AM,0.0,11.236,11.236,11.236,,,,,
376,05/26/18 03:00:00 AM,0.0,10.944,10.944,10.944,,,,,
377,05/26/18 04:00:00 AM,0.0,10.846,10.846,10.846,,,,,
378,05/26/18 05:00:00 AM,0.0,10.748,10.748,10.748,,,,,
379,05/26/18 06:00:00 AM,43.1,10.748,10.748,10.748,,,,,
380,05/26/18 07:00:00 AM,269.1,10.651,10.651,10.651,,,,,
381,05/26/18 08:00:00 AM,656.6,10.748,10.748,10.748,,,,,
382,05/26/18 09:00:00 AM,366.0,10.748,10.748,10.748,,,,,
383,05/26/18 10:00:00 AM,484.4,10.748,10.748,10.748,,,,,
384,05/26/18 11:00:00 AM,1377.8,10.944,10.944,10.944,,,,,
385,05/26/18 12:00:00 PM,1141.0,11.041,11.041,11.041,,,,,
386,05/26/18 01:00:00 PM,904.2,11.139,11.139,11.139,,,,,
387,05/26/18 02:00:00 PM,1463.9,11.236,11.236,11.236,,,,,
388,05/26/18 03:00:00 PM,1151.7,11.528,11.528,11.528,,,,,
389,05/26/18 04:00:00 PM,731.9,11.528,11.528,11.528,,,,,
390,05/26/18 05:00:00 PM,667.4,11.528,11.528,11.528,,,,,
391,05/26/18 06:00:00 PM,1550.0,11.625,11.625,11.625,,,,,
392,05/26/18 07:00:00 PM,570.5,11.625,11.625,11.625,,,,,
393,05/26/18 08:00:00 PM,247.6,11.528,11.528,11.528,,,,,
394,05/26/18 09:00:00 PM,0.0,11.431,11.431,11.431,,,,,
395,05/26/18 10:00:00 PM,0.0,11.236,11.236,11.236,,,,,
396,05/26/18 11:00:00 PM,0.0,11.041,11.041,11.041,,,,,
397,05/27/18 12:00:00 AM,0.0,10.846,10.846,10.846,,,,,
398,05/27/18 01:00:00 AM,0.0,10.651,10.651,10.651,,,,,
399,05/27/18 02:00:00 AM,0.0,10.553,10.553,10.553,,,,,
400,05/27/18 03:00:00 AM,0.0,10.553,10.553,10.553,,,,,
401,05/27/18 04:00:00 AM,0.0,10.553,10.553,10.553,,,,,
402,05/27/18 05:00:00 AM,0.0,10.455,10.455,10.455,,,,,
403,05/27/18 06:00:00 AM,64.6,10.455,10.455,10.455,,,,,
404,05/27/18 07:00:00 AM,344.4,10.553,10.553,10.553,,,,,
405,05/27/18 08:00:00 AM,602.8,10.651,10.651,10.651,,,,,
406,05/27/18 09:00:00 AM,1054.9,10.748,10.748,10.748,,,,,
407,05/27/18 10:00:00 AM,430.6,10.846,10.846,10.846,,,,,
408,05/27/18 11:00:00 AM,1377.8,11.139,11.139,11.139,,,,,
409,05/27/18 12:00:00 PM,645.8,11.139,11.139,11.139,,,,,
410,05/27/18 01:00:00 PM,958.0,11.528,11.528,11.528,,,,,
411,05/27/18 02:00:00 PM,570.5,11.625,11.625,11.625,,,,,
412,05/27/18 03:00:00 PM,2152.8,12.497,12.497,12.497,,,,,
413,05/27/18 04:00:00 PM,26178.0,13.846,13.846,13.846,,,,,
414,05/27/18 05:00:00 PM,10333.4,14.134,14.134,14.134,,,,,
415,05/27/18 06:00:00 PM,570.5,13.750,13.750,13.750,,,,,
416,05/27/18 07:00:00 PM,161.5,13.269,13.269,13.269,,,,,
417,05/27/18 08:00:00 PM,53.8,12.980,12.980,12.980,,,,,
418,05/27/18 09:00:00 PM,0.0,12.787,12.787,12.787,,,,,
419,05/27/18 10:00:00 PM,0.0,12.497,12.497,12.497,,,,,
420,05/27/18 11:00:00 PM,0.0,12.304,12.304,12.304,,,,,
421,05/28/18 12:00:00 AM,0.0,12.110,12.110,12.110,,,,,
422,05/28/18 01:00:00 AM,0.0,11.819,11.819,11.819,,,,,
423,05/28/18 02:00:00 AM,0.0,11.625,11.625,11.625,,,,,
424,05/28/18 03:00:00 AM,0.0,11.528,11.528,11.528,,,,,
425,05/28/18 04:00:00 AM,0.0,11.431,11.431,11.431,,,,,
426,05/28/18 05:00:00 AM,0.0,11.431,11.431,11.431,,,,,
427,05/28/18 06:00:00 AM,32.3,11.334,11.334,11.334,,,,,
428,05/28/18 07:00:00 AM,215.3,11.236,11.236,11.236,,,,,
429,05/28/18 08:00:00 AM,602.8,11.236,11.236,11.236,,,,,
430,05/28/18 09:00:00 AM,1054.9,11.236,11.236,11.236,,,,,
431,05/28/18 10:00:00 AM,1205.6,11.334,11.334,11.334,,,,,
432,05/28/18 11:00:00 AM,2238.9,11.625,11.625,11.625,,,,,
433,05/28/18 12:00:00 PM,753.5,11.528,11.528,11.528,,,,,
434,05/28/18 01:00:00 PM,2152.8,11.625,11.625,11.625,,,,,
435,05/28/18 02:00:00 PM,1808.3,11.722,11.722,11.722,,,,,
436,05/28/18 03:00:00 PM,861.1,12.304,12.304,12.304,,,,,
437,05/28/18 04:00:00 PM,1270.1,12.401,12.401,12.401,,,,,
438,05/28/18 05:00:00 PM,1356.3,12.690,12.690,12.690,,,,,
439,05/28/18 06:00:00 PM,968.8,12.690,12.690,12.690,,,,,
440,05/28/18 07:00:00 PM,398.3,12.401,12.401,12.401,,,,,
441,05/28/18 08:00:00 PM,118.4,12.207,12.207,12.207,,,,,
442,05/28/18 09:00:00 PM,0.0,12.110,12.110,12.110,,,,,
443,05/28/18 10:00:00 PM,0.0,11.819,11.819,11.819,,,,,
444,05/28/18 11:00:00 PM,0.0,11.528,11.528,11.528,,,,,
445,05/29/18 12:00:00 AM,0.0,11.236,11.236,11.236,,,,,
446,05/29/18 01:00:00 AM,0.0,11.041,11.041,11.041,,,,,
447,05/29/18 02:00:00 AM,0.0,10.846,10.846,10.846,,,,,
448,05/29/18 03:00:00 AM,0.0,10.748,10.748,10.748,,,,,
449,05/29/18 04:00:00 AM,0.0,10.651,10.651,10.651,,,,,
450,05/29/18 05:00:00 AM,0.0,10.553,10.553,10.553,,,,,
451,05/29/18 06:00:00 AM,43.1,10.455,10.455,10.455,,,,,
452,05/29/18 07:00:00 AM,215.3,10.357,10.357,10.357,,,,,
453,05/29/18 08:00:00 AM,430.6,10.357,10.357,10.357,,,,,
454,05/29/18 09:00:00 AM,247.6,10.357,10.357,10.357,,,,,
455,05/29/18 10:00:00 AM,516.7,10.357,10.357,10.357,,,,,
456,05/29/18 11:00:00 AM,979.5,10.357,10.357,10.357,,,,,
457,05/29/18 12:00:00 PM,1636.1,10.553,10.553,10.553,,,,,
458,05/29/18 01:00:00 PM,1463.9,10.846,10.846,10.846,,,,,
459,05/29/18 02:00:00 PM,968.8,10.748,10.748,10.748,,,,,
460,05/29/18 03:00:00 PM,3100.0,11.041,11.041,11.041,,,,,
461,05/29/18 04:00:00 PM,19289.0,11.819,11.819,11.819,,,,,
462,05/29/18 05:00:00 PM,15155.7,12.401,12.401,12.401,,,,,
463,05/29/18 06:00:00 PM,818.1,11.528,11.528,11.528,,,,,
464,05/29/18 07:00:00 PM,344.4,11.431,11.431,11.431,,,,,
465,05/29/18 08:00:00 PM,64.6,11.139,11.139,11.139,,,,,
466,05/29/18 09:00:00 PM,0.0,10.944,10.944,10.944,,,,,
467,05/29/18 10:00:00 PM,0.0,10.748,10.748,10.748,,,,,
468,05/29/18 11:00:00 PM,0.0,10.651,10.651,10.651,,,,,
469,05/30/18 12:00:00 AM,0.0,10.455,10.455,10.455,,,,,
470,05/30/18 01:00:00 AM,0.0,10.259,10.259,10.259,,,,,
471,05/30/18 02:00:00 AM,0.0,10.063,10.063,10.063,,,,,
472,05/30/18 03:00:00 AM,0.0,10.063,10.063,10.063,,,,,
473,05/30/18 04:00:00 AM,0.0,9.965,9.965,9.965,,,,,
474,05/30/18 05:00:00 AM,0.0,9.866,9.866,9.866,,,,,
475,05/30/18 06:00:00 AM,43.1,9.768,9.768,9.768,,,,,
476,05/30/18 07:00:00 AM,118.4,9.768,9.768,9.768,,,,,
477,05/30/18 08:00:00 AM,667.4,9.768,9.768,9.768,,,,,
478,05/30/18 09:00:00 AM,1259.4,9.866,9.866,9.866,,,,,
479,05/30/18 10:00:00 AM,1162.5,9.965,9.965,9.965,,,,,
480,05/30/18 11:00:00 AM,688.9,9.965,9.965,9.965,,,,,
481,05/30/18 12:00:00 PM,1722.2,10.161,10.161,10.161,,,,,
482,05/30/18 01:00:00 PM,1894.5,10.357,10.357,10.357,,,,,
483,05/30/18 02:00:00 PM,516.7,10.455,10.455,10.455,,,,,
484,05/30/18 03:00:00 PM,1334.7,10.748,10.748,10.748,,,,,
485,05/30/18 04:00:00 PM,1636.1,11.139,11.139,11.139,,,,,
486,05/30/18 05:00:00 PM,16533.4,12.304,12.304,12.304,,,,,
487,05/30/18 06:00:00 PM,861.1,11.819,11.819,11.819,,,,,
488,05/30/18 07:00:00 PM,366.0,11.431,11.431,11.431,,,,,
489,05/30/18 08:00:00 PM,215.3,11.236,11.236,11.236,,,,,
490,05/30/18 09:00:00 PM,0.0,10.944,10.944,10.944,,,,,
491,05/30/18 10:00:00 PM,0.0,10.651,10.651,10.651,,,,,
492,05/30/18 11:00:00 PM,0.0,10.357,10.357,10.357,,,,,
493,05/31/18 12:00:00 AM,0.0,10.161,10.161,10.161,,,,,
494,05/31/18 01:00:00 AM,0.0,9.866,9.866,9.866,,,,,
495,05/31/18 02:00:00 AM,0.0,9.768,9.768,9.768,,,,,
496,05/31/18 03:00:00 AM,0.0,9.571,9.571,9.571,,,,,
497,05/31/18 04:00:00 AM,0.0,9.373,9.373,9.373,,,,,
498,05/31/18 05:00:00 AM,0.0,9.275,9.275,9.275,,,,,
499,05/31/18 06:00:00 AM,107.6,9.176,9.176,9.176,,,,,
500,05/31/18 07:00:00 AM,398.3,9.176,9.176,9.176,,,,,
501,05/31/18 08:00:00 AM,742.7,9.373,9.373,9.373,,,,,
502,05/31/18 09:00:00 AM,1205.6,9.571,9.571,9.571,,,,,
503,05/31/18 10:00:00 AM,1205.6,9.669,9.669,9.669,,,,,
504,05/31/18 11:00:00 AM,1722.2,9.965,9.965,9.965,,,,,
505,05/31/18 12:00:00 PM,1550.0,10.161,10.161,10.161,,,,,
506,05/31/18 01:00:00 PM,1550.0,10.259,10.259,10.259,,,,,
507,05/31/18 02:00:00 PM,861.1,10.259,10.259,10.259,,,,,
508,05/31/18 03:00:00 PM,731.9,10.259,10.259,10.259,,,,,
509,05/31/18 04:00:00 PM,1313.2,10.357,10.357,10.357,,,,,
510,05/31/18 05:00:00 PM,398.3,10.357,10.357,10.357,,,,,
511,05/31/18 06:00:00 PM,624.3,10.357,10.357,10.357,,,,,
512,05/31/18 07:00:00 PM,570.5,10.357,10.357,10.357,,,,,
513,05/31/18 08:00:00 PM,150.7,10.259,10.259,10.259,,,,,
514,05/31/18 09:00:00 PM,10.8,10.161,10.161,10.161,,,,,
515,05/31/18 10:00:00 PM,0.0,9.965,9.965,9.965,,,,,
516,05/31/18 11:00:00 PM,0.0,9.768,9.768,9.768,,,,,
517,06/01/18 12:00:00 AM,0.0,9.571,9.571,9.571,,,,,
518,06/01/18 01:00:00 AM,0.0,9.373,9.373,9.373,,,,,
519,06/01/18 02:00:00 AM,0.0,9.275,9.275,9.275,,,,,
520,06/01/18 03:00:00 AM,0.0,9.176,9.176,9.176,,,,,
521,06/01/18 04:00:00 AM,0.0,9.077,9.077,9.077,,,,,
522,06/01/18 05:00:00 AM,0.0,9.077,9.077,9.077,,,,,
523,06/01/18 06:00:00 AM,64.6,8.978,8.978,8.978,,,,,
524,06/01/18 07:00:00 AM,301.4,9.077,9.077,9.077,,,,,
525,06/01/18 08:00:00 AM,441.3,9.077,9.077,9.077,,,,,
526,06/01/18 09:00:00 AM,613.5,9.176,9.176,9.176,,,,,
527,06/01/18 10:00:00 AM,1248.6,9.275,9.275,9.275,,,,,
528,06/01/18 11:00:00 AM,656.6,9.373,9.373,9.373,,,,,
529,06/01/18 12:00:00 PM,473.6,9.373,9.373,9.373,,,,,
530,06/01/18 01:00:00 PM,2497.2,9.571,9.571,9.571,,,,,
531,06/01/18 02:00:00 PM,193.8,9.571,9.571,9.571,,,,,
532,06/01/18 03:00:00 PM,527.4,9.669,9.669,9.669,,,,,
533,06/01/18 04:00:00 PM,215.3,9.571,9.571,9.571,,,,,
534,06/01/18 05:00:00 PM,193.8,9.669,9.669,9.669,,,,,
535,06/01/18 06:00:00 PM,1636.1,9.866,9.866,9.866,,,,,
536,06/01/18 07:00:00 PM,430.6,9.768,9.768,9.768,,,,,
537,06/01/18 08:00:00 PM,64.6,9.768,9.768,9.768,,,,,
538,06/01/18 09:00:00 PM,0.0,9.669,9.669,9.669,,,,,
539,06/01/18 10:00:00 PM,0.0,9.571,9.571,9.571,,,,,
540,06/01/18 11:00:00 PM,0.0,9.571,9.571,9.571,,,,,
541,06/02/18 12:00:00 AM,0.0,9.472,9.472,9.472,,,,,
542,06/02/18 01:00:00 AM,0.0,9.472,9.472,9.472,,,,,
543,06/02/18 02:00:00 AM,0.0,9.373,9.373,9.373,,,,,
544,06/02/18 03:00:00 AM,0.0,9.373,9.373,9.373,,,,,
545,06/02/18 04:00:00 AM,0.0,9.373,9.373,9.373,,,,,
546,06/02/18 05:00:00 AM,0.0,9.373,9.373,9.373,,,,,
547,06/02/18 06:00:00 AM,86.1,9.373,9.373,9.373,,,,,
548,06/02/18 07:00:00 AM,204.5,9.373,9.373,9.373,,,,,
549,06/02/18 08:00:00 AM,624.3,9.571,9.571,9.571,,,,,
550,06/02/18 09:00:00 AM,947.2,9.669,9.669,9.669,,,,,
551,06/02/18 10:00:00 AM,1302.4,9.965,9.965,9.965,,,,,
552,06/02/18 11:00:00 AM,1377.8,10.259,10.259,10.259,,,,,
553,06/02/18 12:00:00 PM,1463.9,10.455,10.455,10.455,,,,,
554,06/02/18 01:00:00 PM,2325.0,10.846,10.846,10.846,,,,,
555,06/02/18 02:00:00 PM,2497.2,11.236,11.236,11.236,,,,,
556,06/02/18 03:00:00 PM,2238.9,11.819,11.819,11.819,,,,,
557,06/02/18 04:00:00 PM,2669.5,12.497,12.497,12.497,,,,,
558,06/02/18 05:00:00 PM,6544.5,12.883,12.883,12.883,,,,,
559,06/02/18 06:00:00 PM,914.9,12.594,12.594,12.594,,,,,
560,06/02/18 07:00:00 PM,549.0,12.304,12.304,12.304,,,,,
561,06/02/18 08:00:00 PM,96.9,12.207,12.207,12.207,,,,,
562,06/02/18 09:00:00 PM,0.0,12.013,12.013,12.013,,,,,
563,06/02/18 10:00:00 PM,0.0,11.819,11.819,11.819,,,,,
564,06/02/18 11:00:00 PM,0.0,11.625,11.625,11.625,,,,,
565,06/03/18 12:00:00 AM,0.0,11.334,11.334,11.334,,,,,
566,06/03/18 01:00:00 AM,0.0,11.139,11.139,11.139,,,,,
567,06/03/18 02:00:00 AM,0.0,11.041,11.041,11.041,,,,,
568,06/03/18 03:00:00 AM,0.0,10.944,10.944,10.944,,,,,
569,06/03/18 04:00:00 AM,0.0,10.846,10.846,10.846,,,,,
570,06/03/18 05:00:00 AM,0.0,10.846,10.846,10.846,,,,,
571,06/03/18 06:00:00 AM,86.1,10.846,10.846,10.846,,,,,
572,06/03/18 07:00:00 AM,290.6,10.846,10.846,10.846,,,,,
573,06/03/18 08:00:00 AM,441.3,10.944,10.944,10.944,,,,,
574,06/03/18 09:00:00 AM,839.6,11.041,11.041,11.041,,,,,
575,06/03/18 10:00:00 AM,1205.6,11.139,11.139,11.139,,,,,
576,06/03/18 11:00:00 AM,968.8,11.236,11.236,11.236,,,,,
577,06/03/18 12:00:00 PM,247.6,11.139,11.139,11.139,,,,,
578,06/03/18 01:00:00 PM,107.6,11.139,11.139,11.139,,,,,
579,06/03/18 02:00:00 PM,775.0,11.139,11.139,11.139,,,,,
580,06/03/18 03:00:00 PM,581.3,10.944,10.944,10.944,,,,,
581,06/03/18 04:00:00 PM,301.4,10.846,10.846,10.846,,,,,
582,06/03/18 05:00:00 PM,204.5,10.748,10.748,10.748,,,,,
583,06/03/18 06:00:00 PM,398.3,10.748,10.748,10.748,,,,,
584,06/03/18 07:00:00 PM,118.4,10.748,10.748,10.748,,,,,
585,06/03/18 08:00:00 PM,32.3,10.651,10.651,10.651,,,,,
586,06/03/18 09:00:00 PM,0.0,10.553,10.553,10.553,,,,,
587,06/03/18 10:00:00 PM,0.0,10.455,10.455,10.455,,,,,
588,06/03/18 11:00:00 PM,0.0,10.357,10.357,10.357,,,,,
589,06/04/18 12:00:00 AM,0.0,10.161,10.161,10.161,,,,,
590,06/04/18 01:00:00 AM,0.0,10.063,10.063,10.063,,,,,
591,06/04/18 02:00:00 AM,0.0,9.965,9.965,9.965,,,,,
592,06/04/18 03:00:00 AM,0.0,9.768,9.768,9.768,,,,,
593,06/04/18 04:00:00 AM,0.0,9.669,9.669,9.669,,,,,
594,06/04/18 05:00:00 AM,0.0,9.571,9.571,9.571,,,,,
595,06/04/18 06:00:00 AM,0.0,9.472,9.472,9.472,,,,,
596,06/04/18 07:00:00 AM,96.9,9.373,9.373,9.373,,,,,
597,06/04/18 08:00:00 AM,75.3,9.275,9.275,9.275,,,,,
598,06/04/18 09:00:00 AM,312.2,9.373,9.373,9.373,,,,,
599,06/04/18 10:00:00 AM,742.7,9.472,9.472,9.472,,,,,
600,06/04/18 11:00:00 AM,1216.3,9.768,9.768,9.768,,,,,
601,06/04/18 12:00:00 PM,656.6,9.866,9.866,9.866,,,,,
602,06/04/18 01:00:00 PM,968.8,10.259,10.259,10.259,,,,,
603,06/04/18 02:00:00 PM,549.0,10.259,10.259,10.259,,,,,
604,06/04/18 03:00:00 PM,861.1,10.259,10.259,10.259,,,,,
605,06/04/18 04:00:00 PM,775.0,10.553,10.553,10.553,,,,,
606,06/04/18 05:00:00 PM,204.5,10.357,10.357,10.357,,,,,
607,06/04/18 06:00:00 PM,269.1,10.357,10.357,10.357,,,,,
608,06/04/18 07:00:00 PM,570.5,10.357,10.357,10.357,,,,,
609,06/04/18 08:00:00 PM,43.1,10.259,10.259,10.259,,,,,
610,06/04/18 09:00:00 PM,0.0,10.063,10.063,10.063,,,,,
611,06/04/18 10:00:00 PM,0.0,9.768,9.768,9.768,,,,,
612,06/04/18 11:00:00 PM,0.0,9.472,9.472,9.472,,,,,
613,06/05/18 12:00:00 AM,0.0,9.275,9.275,9.275,,,,,
614,06/05/18 01:00:00 AM,0.0,9.176,9.176,9.176,,,,,
615,06/05/18 02:00:00 AM,0.0,9.077,9.077,9.077,,,,,
616,06/05/18 03:00:00 AM,0.0,8.978,8.978,8.978,,,,,
617,06/05/18 04:00:00 AM,0.0,8.879,8.879,8.879,,,,,
618,06/05/18 05:00:00 AM,0.0,8.779,8.779,8.779,,,,,
619,06/05/18 06:00:00 AM,64.6,8.779,8.779,8.779,,,,,
620,06/05/18 07:00:00 AM,247.6,8.879,8.879,8.879,,,,,
621,06/05/18 08:00:00 AM,409.0,8.978,8.978,8.978,,,,,
622,06/05/18 09:00:00 AM,236.8,9.077,9.077,9.077,,,,,
623,06/05/18 10:00:00 AM,753.5,9.176,9.176,9.176,,,,,
624,06/05/18 11:00:00 AM,1119.5,9.373,9.373,9.373,,,,,
625,06/05/18 12:00:00 PM,1141.0,9.571,9.571,9.571,,,,,
626,06/05/18 01:00:00 PM,904.2,9.571,9.571,9.571,,,,,
627,06/05/18 02:00:00 PM,1173.3,9.669,9.669,9.669,,,,,
628,06/05/18 03:00:00 PM,1248.6,9.866,9.866,9.866,,,,,
629,06/05/18 04:00:00 PM,1980.6,10.161,10.161,10.161,,,,,
630,06/05/18 05:00:00 PM,1894.5,10.455,10.455,10.455,,,,,
631,06/05/18 06:00:00 PM,602.8,10.455,10.455,10.455,,,,,
632,06/05/18 07:00:00 PM,409.0,10.357,10.357,10.357,,,,,
633,06/05/18 08:00:00 PM,75.3,10.259,10.259,10.259,,,,,
634,06/05/18 09:00:00 PM,0.0,10.063,10.063,10.063,,,,,
635,06/05/18 10:00:00 PM,0.0,9.965,9.965,9.965,,,,,
636,06/05/18 11:00:00 PM,0.0,9.866,9.866,9.866,,,,,
637,06/06/18 12:00:00 AM,0.0,9.866,9.866,9.866,,,,,
638,06/06/18 01:00:00 AM,0.0,9.768,9.768,9.768,,,,,
639,06/06/18 02:00:00 AM,0.0,9.669,9.669,9.669,,,,,
640,06/06/18 03:00:00 AM,0.0,9.472,9.472,9.472,,,,,
641,06/06/18 04:00:00 AM,0.0,9.373,9.373,9.373,,,,,
642,06/06/18 05:00:00 AM,0.0,9.176,9.176,9.176,,,,,
643,06/06/18 06:00:00 AM,75.3,9.176,9.176,9.176,,,,,
644,06/06/18 07:00:00 AM,215.3,9.176,9.176,9.176,,,,,
645,06/06/18 08:00:00 AM,516.7,9.373,9.373,9.373,,,,,
646,06/06/18 09:00:00 AM,925.7,9.669,9.669,9.669,,,,,
647,06/06/18 10:00:00 AM,925.7,9.965,9.965,9.965,,,,,
648,06/06/18 11:00:00 AM,559.7,10.161,10.161,10.161,,,,,
649,06/06/18 12:00:00 PM,1334.7,10.455,10.455,10.455,,,,,
650,06/06/18 01:00:00 PM,2755.6,10.944,10.944,10.944,,,,,
651,06/06/18 02:00:00 PM,1808.3,11.139,11.139,11.139,,,,,
652,06/06/18 03:00:00 PM,1463.9,11.431,11.431,11.431,,,,,
653,06/06/18 04:00:00 PM,1722.2,11.819,11.819,11.819,,,,,
654,06/06/18 05:00:00 PM,2583.4,12.207,12.207,12.207,,,,,
655,06/06/18 06:00:00 PM,581.3,11.916,11.916,11.916,,,,,
656,06/06/18 07:00:00 PM,430.6,11.819,11.819,11.819,,,,,
657,06/06/18 08:00:00 PM,129.2,11.625,11.625,11.625,,,,,
658,06/06/18 09:00:00 PM,0.0,11.431,11.431,11.431,,,,,
659,06/06/18 10:00:00 PM,0.0,11.236,11.236,11.236,,,,,
660,06/06/18 11:00:00 PM,0.0,11.041,11.041,11.041,,,,,
661,06/07/18 12:00:00 AM,0.0,10.846,10.846,10.846,,,,,
662,06/07/18 01:00:00 AM,0.0,10.651,10.651,10.651,,,,,
663,06/07/18 02:00:00 AM,0.0,10.553,10.553,10.553,,,,,
664,06/07/18 03:00:00 AM,0.0,10.357,10.357,10.357,,,,,
665,06/07/18 04:00:00 AM,0.0,10.259,10.259,10.259,,,,,
666,06/07/18 05:00:00 AM,0.0,10.161,10.161,10.161,,,,,
667,06/07/18 06:00:00 AM,75.3,10.161,10.161,10.161,,,,,
668,06/07/18 07:00:00 AM,258.3,10.259,10.259,10.259,,,,,
669,06/07/18 08:00:00 AM,322.9,10.357,10.357,10.357,,,,,
670,06/07/18 09:00:00 AM,204.5,10.357,10.357,10.357,,,,,
671,06/07/18 10:00:00 AM,236.8,10.357,10.357,10.357,,,,,
672,06/07/18 11:00:00 AM,387.5,10.357,10.357,10.357,,,,,
673,06/07/18 12:00:00 PM,269.1,10.455,10.455,10.455,,,,,
674,06/07/18 01:00:00 PM,301.4,10.455,10.455,10.455,,,,,
675,06/07/18 02:00:00 PM,549.0,10.553,10.553,10.553,,,,,
676,06/07/18 03:00:00 PM,322.9,10.553,10.553,10.553,,,,,
677,06/07/18 04:00:00 PM,344.4,10.553,10.553,10.553,,,,,
678,06/07/18 05:00:00 PM,279.9,10.553,10.553,10.553,,,,,
679,06/07/18 06:00:00 PM,495.1,10.651,10.651,10.651,,,,,
680,06/07/18 07:00:00 PM,527.4,10.748,10.748,10.748,,,,,
681,06/07/18 08:00:00 PM,193.8,10.748,10.748,10.748,,,,,
682,06/07/18 09:00:00 PM,0.0,10.651,10.651,10.651,,,,,
683,06/07/18 10:00:00 PM,0.0,10.455,10.455,10.455,,,,,
684,06/07/18 11:00:00 PM,0.0,10.357,10.357,10.357,,,,,
685,06/08/18 12:00:00 AM,0.0,10.357,10.357,10.357,,,,,
686,06/08/18 01:00:00 AM,0.0,10.357,10.357,10.357,,,,,
687,06/08/18 02:00:00 AM,0.0,10.357,10.357,10.357,,,,,
688,06/08/18 03:00:00 AM,0.0,10.357,10.357,10.357,,,,,
689,06/08/18 04:00:00 AM,0.0,10.259,10.259,10.259,,,,,
690,06/08/18 05:00:00 AM,0.0,10.259,10.259,10.259,,,,,
691,06/08/18 06:00:00 AM,0.0,10.259,10.259,10.259,,,,,
692,06/08/18 07:00:00 AM,0.0,10.259,10.259,10.259,,,,,
693,06/08/18 08:00:00 AM,86.1,10.259,10.259,10.259,,,,,
694,06/08/18 09:00:00 AM,96.9,10.259,10.259,10.259,,,,,
695,06/08/18 10:00:00 AM,301.4,10.357,10.357,10.357,,,,,
696,06/08/18 11:00:00 AM,344.4,10.357,10.357,10.357,,,,,
