"Plot Title: Hour4"
"#","Date Time, GMT-07:00","Intensity, Lux (LGR S/N: 1266540, SEN S/N: 1266540, LBL: light)","Max: Temperature, °C (LGR S/N: 1266540)","Min: Temperature, °C (LGR S/N: 1266540)","Avg: Temperature, °C (LGR S/N: 1266540)","Bad Battery (LGR S/N: 1266540)","Coupler Attached (LGR S/N: 1266540)","Host Connected (LGR S/N: 1266540)","Stopped (LGR S/N: 1266540)","End Of File (LGR S/N: 1266540)"
697,06/08/18 12:00:00 PM,344.4,10.357,10.357,10.357,,,,,
698,06/08/18 01:00:00 PM,462.9,10.455,10.455,10.455,,,,,
699,06/08/18 02:00:00 PM,355.2,10.455,10.455,10.455,,,,,
700,06/08/18 03:00:00 PM,355.2,10.455,10.455,10.455,,,,,
701,06/08/18 04:00:00 PM,96.9,10.455,10.455,10.455,,,,,
702,06/08/18 05:00:00 PM,226.0,10.357,10.357,10.357,,,,,
703,06/08/18 06:00:00 PM,118.4,10.259,10.259,10.259,,,,,
704,06/08/18 07:00:00 PM,10.8,10.161,10.161,10.161,,,,,
705,06/08/18 08:00:00 PM,0.0,10.063,10.063,10.063,,,,,
706,06/08/18 09:00:00 PM,0.0,9.965,9.965,9.965,,,,,
707,06/08/18 10:00:00 PM,0.0,9.866,9.866,9.866,,,,,
708,06/08/18 11:00:00 PM,0.0,9.768,9.768,9.768,,,,,
709,06/09/18 12:00:00 AM,0.0,9.571,9.571,9.571,,,,,
710,06/09/18 01:00:00 AM,0.0,9.472,9.472,9.472,,,,,
711,06/09/18 02:00:00 AM,0.0,9.373,9.373,9.373,,,,,
712,06/09/18 03:00:00 AM,0.0,9.275,9.275,9.275,,,,,
713,06/09/18 04:00:00 AM,0.0,9.176,9.176,9.176,,,,,
714,06/09/18 05:00:00 AM,0.0,9.176,9.176,9.176,,,,,
715,06/09/18 06:00:00 AM,0.0,9.077,9.077,9.077,,,,,
716,06/09/18 07:00:00 AM,0.0,8.978,8.978,8.978,,,,,
717,06/09/18 08:00:00 AM,10.8,8.978,8.978,8.978,,,,,
718,06/09/18 09:00:00 AM,53.8,8.978,8.978,8.978,,,,,
719,06/09/18 10:00:00 AM,731.9,9.077,9.077,9.077,,,,,
720,06/09/18 11:00:00 AM,86.1,9.176,9.176,9.176,,,,,
721,06/09/18 12:00:00 PM,775.0,9.373,9.373,9.373,,,,,
722,06/09/18 01:00:00 PM,193.8,8.581,8.581,8.581,,,,,
723,06/09/18 02:00:00 PM,710.4,8.978,8.978,8.978,,,,,
724,06/09/18 03:00:00 PM,344.4,9.373,9.373,9.373,,,,,
725,06/09/18 04:00:00 PM,430.6,9.669,9.669,9.669,Logged,,,,
726,06/09/18 05:00:00 PM,7233.4,10.455,10.455,10.455,,,,,
727,06/09/18 06:00:00 PM,484.4,10.357,10.357,10.357,,,,,
728,06/09/18 07:00:00 PM,86.1,10.259,10.259,10.259,,,,,
729,06/09/18 08:00:00 PM,43.1,10.063,10.063,10.063,,,,,
730,06/09/18 09:00:00 PM,0.0,9.866,9.866,9.866,,,,,
731,06/09/18 10:00:00 PM,0.0,9.571,9.571,9.571,,,,,
732,06/09/18 11:00:00 PM,0.0,9.472,9.472,9.472,,,,,
733,06/10/18 12:00:00 AM,0.0,9.275,9.275,9.275,,,,,
734,06/10/18 01:00:00 AM,0.0,9.176,9.176,9.176,,,,,
735,06/10/18 02:00:00 AM,0.0,9.077,9.077,9.077,,,,,
736,06/10/18 03:00:00 AM,0.0,8.978,8.978,8.978,,,,,
737,06/10/18 04:00:00 AM,0.0,8.879,8.879,8.879,,,,,
738,06/10/18 05:00:00 AM,0.0,8.779,8.779,8.779,,,,,
739,06/10/18 06:00:00 AM,0.0,8.581,8.581,8.581,,,,,
740,06/10/18 07:00:00 AM,613.5,8.581,8.581,8.581,,,,,
741,06/10/18 08:00:00 AM,366.0,8.481,8.481,8.481,,,,,
742,06/10/18 09:00:00 AM,150.7,8.382,8.382,8.382,,,,,
743,06/10/18 10:00:00 AM,172.2,8.282,8.282,8.282,,,,,
744,06/10/18 11:00:00 AM,1001.0,8.382,8.382,8.382,,,,,
745,06/10/18 12:00:00 PM,1076.4,8.382,8.382,8.382,,,,,
746,06/10/18 01:00:00 PM,4650.0,8.680,8.680,8.680,,,,,
747,06/10/18 02:00:00 PM,1722.2,8.779,8.779,8.779,,,,,
748,06/10/18 03:00:00 PM,1345.5,9.275,9.275,9.275,,,,,
749,06/10/18 04:00:00 PM,1722.2,9.472,9.472,9.472,,,,,
750,06/10/18 05:00:00 PM,1173.3,9.571,9.571,9.571,,,,,
751,06/10/18 06:00:00 PM,1076.4,9.373,9.373,9.373,,,,,
752,06/10/18 07:00:00 PM,172.2,9.176,9.176,9.176,,,,,
753,06/10/18 08:00:00 PM,161.5,9.077,9.077,9.077,,,,,
754,06/10/18 09:00:00 PM,0.0,8.779,8.779,8.779,,,,,
755,06/10/18 10:00:00 PM,0.0,8.680,8.680,8.680,,,,,
756,06/10/18 11:00:00 PM,0.0,8.481,8.481,8.481,,,,,
757,06/11/18 12:00:00 AM,0.0,8.382,8.382,8.382,,,,,
758,06/11/18 01:00:00 AM,0.0,8.282,8.282,8.282,,,,,
759,06/11/18 02:00:00 AM,0.0,8.282,8.282,8.282,,,,,
760,06/11/18 03:00:00 AM,0.0,8.182,8.182,8.182,,,,,
761,06/11/18 04:00:00 AM,0.0,8.082,8.082,8.082,,,,,
762,06/11/18 05:00:00 AM,0.0,7.983,7.983,7.983,,,,,
763,06/11/18 06:00:00 AM,0.0,7.983,7.983,7.983,,,,,
764,06/11/18 07:00:00 AM,0.0,7.983,7.983,7.983,,,,,
765,06/11/18 08:00:00 AM,64.6,7.983,7.983,7.983,,,,,
766,06/11/18 09:00:00 AM,452.1,7.983,7.983,7.983,,,,,
767,06/11/18 10:00:00 AM,172.2,7.983,7.983,7.983,,,,,
768,06/11/18 11:00:00 AM,1119.5,8.182,8.182,8.182,,,,,
769,06/11/18 12:00:00 PM,43.1,8.182,8.182,8.182,,,,,
770,06/11/18 01:00:00 PM,6200.0,8.680,8.680,8.680,,,,,
771,06/11/18 02:00:00 PM,1550.0,8.680,8.680,8.680,,,,,
772,06/11/18 03:00:00 PM,1162.5,8.978,8.978,8.978,,,,,
773,06/11/18 04:00:00 PM,2927.8,9.472,9.472,9.472,,,,,
774,06/11/18 05:00:00 PM,4477.8,10.063,10.063,10.063,,,,,
775,06/11/18 06:00:00 PM,430.6,9.866,9.866,9.866,,,,,
776,06/11/18 07:00:00 PM,549.0,9.669,9.669,9.669,,,,,
777,06/11/18 08:00:00 PM,139.9,9.472,9.472,9.472,,,,,
778,06/11/18 09:00:00 PM,0.0,9.275,9.275,9.275,,,,,
779,06/11/18 10:00:00 PM,0.0,9.077,9.077,9.077,,,,,
780,06/11/18 11:00:00 PM,0.0,8.779,8.779,8.779,,,,,
781,06/12/18 12:00:00 AM,0.0,8.581,8.581,8.581,,,,,
782,06/12/18 01:00:00 AM,0.0,8.382,8.382,8.382,,,,,
783,06/12/18 02:00:00 AM,0.0,8.282,8.282,8.282,,,,,
784,06/12/18 03:00:00 AM,0.0,8.082,8.082,8.082,,,,,
785,06/12/18 04:00:00 AM,0.0,7.983,7.983,7.983,,,,,
786,06/12/18 05:00:00 AM,0.0,7.782,7.782,7.782,,,,,
787,06/12/18 06:00:00 AM,53.8,7.682,7.682,7.682,,,,,
788,06/12/18 07:00:00 AM,387.5,7.782,7.782,7.782,,,,,
789,06/12/18 08:00:00 AM,570.5,7.983,7.983,7.983,,,,,
790,06/12/18 09:00:00 AM,688.9,8.182,8.182,8.182,,,,,
791,06/12/18 10:00:00 AM,1001.0,8.481,8.481,8.481,,,,,
792,06/12/18 11:00:00 AM,1141.0,8.779,8.779,8.779,,,,,
793,06/12/18 12:00:00 PM,1237.9,9.077,9.077,9.077,,,,,
794,06/12/18 01:00:00 PM,710.4,9.176,9.176,9.176,,,,,
795,06/12/18 02:00:00 PM,1550.0,9.472,9.472,9.472,,,,,
796,06/12/18 03:00:00 PM,538.2,9.571,9.571,9.571,,,,,
797,06/12/18 04:00:00 PM,742.7,9.669,9.669,9.669,,,,,
798,06/12/18 05:00:00 PM,452.1,9.768,9.768,9.768,,,,,
799,06/12/18 06:00:00 PM,150.7,9.768,9.768,9.768,,,,,
800,06/12/18 07:00:00 PM,150.7,9.866,9.866,9.866,,,,,
801,06/12/18 08:00:00 PM,53.8,9.866,9.866,9.866,,,,,
802,06/12/18 09:00:00 PM,0.0,9.768,9.768,9.768,,,,,
803,06/12/18 10:00:00 PM,0.0,9.768,9.768,9.768,,,,,
804,06/12/18 11:00:00 PM,0.0,9.669,9.669,9.669,,,,,
805,06/13/18 12:00:00 AM,0.0,9.571,9.571,9.571,,,,,
806,06/13/18 01:00:00 AM,0.0,9.571,9.571,9.571,,,,,
807,06/13/18 02:00:00 AM,0.0,9.472,9.472,9.472,,,,,
808,06/13/18 03:00:00 AM,0.0,9.472,9.472,9.472,,,,,
809,06/13/18 04:00:00 AM,0.0,9.373,9.373,9.373,,,,,
810,06/13/18 05:00:00 AM,0.0,9.373,9.373,9.373,,,,,
811,06/13/18 06:00:00 AM,0.0,9.275,9.275,9.275,,,,,
812,06/13/18 07:00:00 AM,64.6,9.275,9.275,9.275,,,,,
813,06/13/18 08:00:00 AM,21.5,9.176,9.176,9.176,,,,,
814,06/13/18 09:00:00 AM,107.6,9.176,9.176,9.176,,,,,
815,06/13/18 10:00:00 AM,96.9,9.176,9.176,9.176,,,,,
816,06/13/18 11:00:00 AM,139.9,9.176,9.176,9.176,,,,,
817,06/13/18 12:00:00 PM,86.1,9.077,9.077,9.077,,,,,
818,06/13/18 01:00:00 PM,64.6,9.077,9.077,9.077,,,,,
819,06/13/18 02:00:00 PM,1313.2,9.275,9.275,9.275,,,,,
820,06/13/18 03:00:00 PM,193.8,9.275,9.275,9.275,,,,,
821,06/13/18 04:00:00 PM,1334.7,9.571,9.571,9.571,,,,,
822,06/13/18 05:00:00 PM,656.6,9.571,9.571,9.571,,,,,
823,06/13/18 06:00:00 PM,258.3,9.571,9.571,9.571,,,,,
824,06/13/18 07:00:00 PM,129.2,9.571,9.571,9.571,,,,,
825,06/13/18 08:00:00 PM,64.6,9.472,9.472,9.472,,,,,
826,06/13/18 09:00:00 PM,0.0,9.373,9.373,9.373,,,,,
827,06/13/18 10:00:00 PM,0.0,9.275,9.275,9.275,,,,,
828,06/13/18 11:00:00 PM,0.0,9.176,9.176,9.176,,,,,
829,06/14/18 12:00:00 AM,0.0,9.077,9.077,9.077,,,,,
830,06/14/18 01:00:00 AM,0.0,8.978,8.978,8.978,,,,,
831,06/14/18 02:00:00 AM,0.0,8.978,8.978,8.978,,,,,
832,06/14/18 03:00:00 AM,0.0,8.879,8.879,8.879,,,,,
833,06/14/18 04:00:00 AM,0.0,8.779,8.779,8.779,,,,,
834,06/14/18 05:00:00 AM,0.0,8.779,8.779,8.779,,,,,
835,06/14/18 06:00:00 AM,0.0,8.680,8.680,8.680,,,,,
836,06/14/18 07:00:00 AM,43.1,8.680,8.680,8.680,,,,,
837,06/14/18 08:00:00 AM,236.8,8.680,8.680,8.680,,,,,
838,06/14/18 09:00:00 AM,183.0,8.581,8.581,8.581,,,,,
839,06/14/18 10:00:00 AM,602.8,8.680,8.680,8.680,,,,,
840,06/14/18 11:00:00 AM,236.8,8.680,8.680,8.680,,,,,
841,06/14/18 12:00:00 PM,258.3,8.779,8.779,8.779,,,,,
842,06/14/18 01:00:00 PM,107.6,8.779,8.779,8.779,,,,,
843,06/14/18 02:00:00 PM,968.8,8.779,8.779,8.779,,,,,
844,06/14/18 03:00:00 PM,516.7,9.176,9.176,9.176,,,,,
845,06/14/18 04:00:00 PM,1033.3,9.373,9.373,9.373,,,,,
846,06/14/18 05:00:00 PM,473.6,9.472,9.472,9.472,,,,,
847,06/14/18 06:00:00 PM,602.8,9.373,9.373,9.373,,,,,
848,06/14/18 07:00:00 PM,409.0,9.373,9.373,9.373,,,,,
849,06/14/18 08:00:00 PM,204.5,9.176,9.176,9.176,,,,,
850,06/14/18 09:00:00 PM,0.0,9.077,9.077,9.077,,,,,
851,06/14/18 10:00:00 PM,0.0,9.077,9.077,9.077,,,,,
852,06/14/18 11:00:00 PM,0.0,8.978,8.978,8.978,,,,,
853,06/15/18 12:00:00 AM,0.0,8.978,8.978,8.978,,,,,
854,06/15/18 01:00:00 AM,0.0,8.879,8.879,8.879,,,,,
855,06/15/18 02:00:00 AM,0.0,8.779,8.779,8.779,,,,,
856,06/15/18 03:00:00 AM,0.0,8.680,8.680,8.680,,,,,
857,06/15/18 04:00:00 AM,0.0,8.680,8.680,8.680,,,,,
858,06/15/18 05:00:00 AM,0.0,8.581,8.581,8.581,,,,,
859,06/15/18 06:00:00 AM,21.5,8.581,8.581,8.581,,,,,
860,06/15/18 07:00:00 AM,129.2,8.581,8.581,8.581,,,,,
861,06/15/18 08:00:00 AM,269.1,8.779,8.779,8.779,,,,,
862,06/15/18 09:00:00 AM,516.7,8.879,8.879,8.879,,,,,
863,06/15/18 10:00:00 AM,1162.5,9.077,9.077,9.077,,,,,
864,06/15/18 11:00:00 AM,452.1,9.373,9.373,9.373,,,,,
865,06/15/18 12:00:00 PM,1377.8,9.669,9.669,9.669,,,,,
866,06/15/18 01:00:00 PM,1722.2,10.063,10.063,10.063,,,,,
867,06/15/18 02:00:00 PM,1894.5,10.455,10.455,10.455,,,,,
868,06/15/18 03:00:00 PM,1097.9,10.651,10.651,10.651,,,,,
869,06/15/18 04:00:00 PM,1377.8,10.748,10.748,10.748,,,,,
870,06/15/18 05:00:00 PM,645.8,10.944,10.944,10.944,,,,,
871,06/15/18 06:00:00 PM,1119.5,10.944,10.944,10.944,,,,,
872,06/15/18 07:00:00 PM,871.9,10.846,10.846,10.846,,,,,
873,06/15/18 08:00:00 PM,344.4,10.846,10.846,10.846,,,,,
874,06/15/18 09:00:00 PM,0.0,10.651,10.651,10.651,,,,,
875,06/15/18 10:00:00 PM,0.0,10.553,10.553,10.553,,,,,
876,06/15/18 11:00:00 PM,0.0,10.455,10.455,10.455,,,,,
877,06/16/18 12:00:00 AM,0.0,10.259,10.259,10.259,,,,,
878,06/16/18 01:00:00 AM,0.0,10.259,10.259,10.259,,,,,
879,06/16/18 02:00:00 AM,0.0,10.161,10.161,10.161,,,,,
880,06/16/18 03:00:00 AM,0.0,10.063,10.063,10.063,,,,,
881,06/16/18 04:00:00 AM,0.0,9.866,9.866,9.866,,,,,
882,06/16/18 05:00:00 AM,0.0,9.768,9.768,9.768,,,,,
883,06/16/18 06:00:00 AM,43.1,9.571,9.571,9.571,,,,,
884,06/16/18 07:00:00 AM,107.6,9.571,9.571,9.571,,,,,
885,06/16/18 08:00:00 AM,215.3,9.768,9.768,9.768,,,,,
886,06/16/18 09:00:00 AM,538.2,9.866,9.866,9.866,,,,,
887,06/16/18 10:00:00 AM,183.0,10.063,10.063,10.063,,,,,
888,06/16/18 11:00:00 AM,602.8,10.357,10.357,10.357,,,,,
889,06/16/18 12:00:00 PM,215.3,10.748,10.748,10.748,,,,,
890,06/16/18 01:00:00 PM,4133.4,11.528,11.528,11.528,,,,,
891,06/16/18 02:00:00 PM,387.5,11.528,11.528,11.528,,,,,
892,06/16/18 03:00:00 PM,656.6,12.497,12.497,12.497,,,,,
893,06/16/18 04:00:00 PM,1377.8,13.750,13.750,13.750,,,,,
894,06/16/18 05:00:00 PM,26178.0,15.091,15.091,15.091,,,,,
895,06/16/18 06:00:00 PM,355.2,14.804,14.804,14.804,,,,,
896,06/16/18 07:00:00 PM,86.1,14.517,14.517,14.517,,,,,
897,06/16/18 08:00:00 PM,0.0,14.230,14.230,14.230,,,,,
898,06/16/18 09:00:00 PM,0.0,13.942,13.942,13.942,,,,,
899,06/16/18 10:00:00 PM,0.0,13.654,13.654,13.654,,,,,
900,06/16/18 11:00:00 PM,0.0,13.365,13.365,13.365,,,,,
901,06/17/18 12:00:00 AM,0.0,13.076,13.076,13.076,,,,,
902,06/17/18 01:00:00 AM,0.0,12.883,12.883,12.883,,,,,
903,06/17/18 02:00:00 AM,0.0,12.690,12.690,12.690,,,,,
904,06/17/18 03:00:00 AM,0.0,12.401,12.401,12.401,,,,,
905,06/17/18 04:00:00 AM,0.0,12.207,12.207,12.207,,,,,
906,06/17/18 05:00:00 AM,0.0,12.110,12.110,12.110,,,,,
907,06/17/18 06:00:00 AM,0.0,11.916,11.916,11.916,,,,,
908,06/17/18 07:00:00 AM,43.1,11.819,11.819,11.819,,,,,
909,06/17/18 08:00:00 AM,215.3,11.916,11.916,11.916,,,,,
910,06/17/18 09:00:00 AM,452.1,12.013,12.013,12.013,,,,,
911,06/17/18 10:00:00 AM,215.3,12.110,12.110,12.110,,,,,
912,06/17/18 11:00:00 AM,559.7,12.401,12.401,12.401,,,,,
913,06/17/18 12:00:00 PM,236.8,12.690,12.690,12.690,,,,,
914,06/17/18 01:00:00 PM,1808.3,13.365,13.365,13.365,,,,,
915,06/17/18 02:00:00 PM,1011.8,13.654,13.654,13.654,,,,,
916,06/17/18 03:00:00 PM,1636.1,14.134,14.134,14.134,,,,,
917,06/17/18 04:00:00 PM,1636.1,14.421,14.421,14.421,,,,,
918,06/17/18 05:00:00 PM,2669.5,14.613,14.613,14.613,,,,,
919,06/17/18 06:00:00 PM,818.1,14.613,14.613,14.613,,,,,
920,06/17/18 07:00:00 PM,290.6,14.517,14.517,14.517,,,,,
921,06/17/18 08:00:00 PM,21.5,14.421,14.421,14.421,,,,,
922,06/17/18 09:00:00 PM,0.0,14.230,14.230,14.230,,,,,
923,06/17/18 10:00:00 PM,0.0,14.134,14.134,14.134,,,,,
924,06/17/18 11:00:00 PM,0.0,13.942,13.942,13.942,,,,,
925,06/18/18 12:00:00 AM,0.0,13.750,13.750,13.750,,,,,
926,06/18/18 01:00:00 AM,0.0,13.654,13.654,13.654,,,,,
927,06/18/18 02:00:00 AM,0.0,13.461,13.461,13.461,,,,,
928,06/18/18 03:00:00 AM,0.0,13.365,13.365,13.365,,,,,
929,06/18/18 04:00:00 AM,0.0,13.173,13.173,13.173,,,,,
930,06/18/18 05:00:00 AM,0.0,12.980,12.980,12.980,,,,,
931,06/18/18 06:00:00 AM,21.5,12.883,12.883,12.883,,,,,
932,06/18/18 07:00:00 AM,86.1,12.883,12.883,12.883,,,,,
933,06/18/18 08:00:00 AM,226.0,12.883,12.883,12.883,,,,,
934,06/18/18 09:00:00 AM,473.6,13.076,13.076,13.076,,,,,
935,06/18/18 10:00:00 AM,193.8,13.173,13.173,13.173,,,,,
936,06/18/18 11:00:00 AM,516.7,13.461,13.461,13.461,,,,,
937,06/18/18 12:00:00 PM,344.4,13.750,13.750,13.750,,,,,
938,06/18/18 01:00:00 PM,5166.7,14.613,14.613,14.613,,,,,
939,06/18/18 02:00:00 PM,344.4,14.613,14.613,14.613,,,,,
940,06/18/18 03:00:00 PM,796.5,15.378,15.378,15.378,,,,,
941,06/18/18 04:00:00 PM,1808.3,16.332,16.332,16.332,,,,,
942,06/18/18 05:00:00 PM,13089.0,17.475,17.475,17.475,,,,,
943,06/18/18 06:00:00 PM,2583.4,17.094,17.094,17.094,,,,,
944,06/18/18 07:00:00 PM,172.2,16.713,16.713,16.713,,,,,
945,06/18/18 08:00:00 PM,53.8,16.332,16.332,16.332,,,,,
946,06/18/18 09:00:00 PM,0.0,16.141,16.141,16.141,,,,,
947,06/18/18 10:00:00 PM,0.0,15.855,15.855,15.855,,,,,
948,06/18/18 11:00:00 PM,0.0,15.569,15.569,15.569,,,,,
949,06/19/18 12:00:00 AM,0.0,15.378,15.378,15.378,,,,,
950,06/19/18 01:00:00 AM,0.0,15.187,15.187,15.187,,,,,
951,06/19/18 02:00:00 AM,0.0,14.996,14.996,14.996,,,,,
952,06/19/18 03:00:00 AM,0.0,14.804,14.804,14.804,,,,,
953,06/19/18 04:00:00 AM,0.0,14.613,14.613,14.613,,,,,
954,06/19/18 05:00:00 AM,0.0,14.421,14.421,14.421,,,,,
955,06/19/18 06:00:00 AM,43.1,14.325,14.325,14.325,,,,,
956,06/19/18 07:00:00 AM,150.7,14.230,14.230,14.230,,,,,
957,06/19/18 08:00:00 AM,247.6,14.325,14.325,14.325,,,,,
958,06/19/18 09:00:00 AM,430.6,14.421,14.421,14.421,,,,,
959,06/19/18 10:00:00 AM,258.3,14.517,14.517,14.517,,,,,
960,06/19/18 11:00:00 AM,527.4,14.709,14.709,14.709,,,,,
961,06/19/18 12:00:00 PM,484.4,14.996,14.996,14.996,,,,,
962,06/19/18 01:00:00 PM,2411.1,15.569,15.569,15.569,,,,,
963,06/19/18 02:00:00 PM,495.1,15.664,15.664,15.664,,,,,
964,06/19/18 03:00:00 PM,1044.1,16.237,16.237,16.237,,,,,
965,06/19/18 04:00:00 PM,1808.3,16.999,16.999,16.999,,,,,
966,06/19/18 05:00:00 PM,13089.0,18.140,18.140,18.140,,,,,
967,06/19/18 06:00:00 PM,2066.7,17.665,17.665,17.665,,,,,
968,06/19/18 07:00:00 PM,204.5,17.189,17.189,17.189,,,,,
969,06/19/18 08:00:00 PM,64.6,16.903,16.903,16.903,,,,,
970,06/19/18 09:00:00 PM,0.0,16.618,16.618,16.618,,,,,
971,06/19/18 10:00:00 PM,0.0,16.332,16.332,16.332,,,,,
972,06/19/18 11:00:00 PM,0.0,16.046,16.046,16.046,,,,,
973,06/20/18 12:00:00 AM,0.0,15.760,15.760,15.760,,,,,
974,06/20/18 01:00:00 AM,0.0,15.569,15.569,15.569,,,,,
975,06/20/18 02:00:00 AM,0.0,15.378,15.378,15.378,,,,,
976,06/20/18 03:00:00 AM,0.0,15.282,15.282,15.282,,,,,
977,06/20/18 04:00:00 AM,0.0,15.091,15.091,15.091,,,,,
978,06/20/18 05:00:00 AM,0.0,14.900,14.900,14.900,,,,,
979,06/20/18 06:00:00 AM,86.1,14.804,14.804,14.804,,,,,
980,06/20/18 07:00:00 AM,172.2,14.804,14.804,14.804,,,,,
981,06/20/18 08:00:00 AM,376.7,14.900,14.900,14.900,,,,,
982,06/20/18 09:00:00 AM,775.0,14.996,14.996,14.996,,,,,
983,06/20/18 10:00:00 AM,516.7,15.187,15.187,15.187,,,,,
984,06/20/18 11:00:00 AM,1076.4,15.473,15.473,15.473,,,,,
985,06/20/18 12:00:00 PM,731.9,15.760,15.760,15.760,,,,,
986,06/20/18 01:00:00 PM,3616.7,16.237,16.237,16.237,,,,,
987,06/20/18 02:00:00 PM,1173.3,16.332,16.332,16.332,,,,,
988,06/20/18 03:00:00 PM,1636.1,16.523,16.523,16.523,,,,,
989,06/20/18 04:00:00 PM,1550.0,17.189,17.189,17.189,,,,,
990,06/20/18 05:00:00 PM,4305.6,17.760,17.760,17.760,,,,,
991,06/20/18 06:00:00 PM,979.5,17.475,17.475,17.475,,,,,
992,06/20/18 07:00:00 PM,430.6,17.284,17.284,17.284,,,,,
993,06/20/18 08:00:00 PM,118.4,17.094,17.094,17.094,,,,,
994,06/20/18 09:00:00 PM,0.0,16.903,16.903,16.903,,,,,
995,06/20/18 10:00:00 PM,0.0,16.713,16.713,16.713,,,,,
996,06/20/18 11:00:00 PM,0.0,16.427,16.427,16.427,,,,,
997,06/21/18 12:00:00 AM,0.0,16.141,16.141,16.141,,,,,
998,06/21/18 01:00:00 AM,0.0,15.951,15.951,15.951,,,,,
999,06/21/18 02:00:00 AM,0.0,15.760,15.760,15.760,,,,,
1000,06/21/18 03:00:00 AM,0.0,15.664,15.664,15.664,,,,,
1001,06/21/18 04:00:00 AM,0.0,15.473,15.473,15.473,,,,,
1002,06/21/18 05:00:00 AM,0.0,15.187,15.187,15.187,,,,,
1003,06/21/18 06:00:00 AM,43.1,14.996,14.996,14.996,,,,,
1004,06/21/18 07:00:00 AM,150.7,14.804,14.804,14.804,,,,,
1005,06/21/18 08:00:00 AM,269.1,14.709,14.709,14.709,,,,,
1006,06/21/18 09:00:00 AM,258.3,14.517,14.517,14.517,,,,,
1007,06/21/18 10:00:00 AM,473.6,14.517,14.517,14.517,,,,,
1008,06/21/18 11:00:00 AM,796.5,14.613,14.613,14.613,,,,,
1009,06/21/18 12:00:00 PM,688.9,14.613,14.613,14.613,,,,,
1010,06/21/18 01:00:00 PM,495.1,14.517,14.517,14.517,,,,,
1011,06/21/18 02:00:00 PM,861.1,14.613,14.613,14.613,,,,,
1012,06/21/18 03:00:00 PM,742.7,14.613,14.613,14.613,,,,,
1013,06/21/18 04:00:00 PM,559.7,14.709,14.709,14.709,,,,,
1014,06/21/18 05:00:00 PM,516.7,14.709,14.709,14.709,,,,,
1015,06/21/18 06:00:00 PM,1463.9,14.900,14.900,14.900,,,,,
1016,06/21/18 07:00:00 PM,409.0,14.709,14.709,14.709,,,,,
1017,06/21/18 08:00:00 PM,129.2,14.613,14.613,14.613,,,,,
1018,06/21/18 09:00:00 PM,0.0,14.421,14.421,14.421,,,,,
1019,06/21/18 10:00:00 PM,0.0,14.230,14.230,14.230,,,,,
1020,06/21/18 11:00:00 PM,0.0,14.134,14.134,14.134,,,,,
1021,06/22/18 12:00:00 AM,0.0,14.038,14.038,14.038,,,,,
1022,06/22/18 01:00:00 AM,0.0,13.942,13.942,13.942,,,,,
1023,06/22/18 02:00:00 AM,0.0,13.846,13.846,13.846,,,,,
1024,06/22/18 03:00:00 AM,0.0,13.846,13.846,13.846,,,,,
1025,06/22/18 04:00:00 AM,0.0,13.750,13.750,13.750,,,,,
1026,06/22/18 05:00:00 AM,0.0,13.558,13.558,13.558,,,,,
1027,06/22/18 06:00:00 AM,0.0,13.365,13.365,13.365,,,,,
1028,06/22/18 07:00:00 AM,86.1,13.269,13.269,13.269,,,,,
1029,06/22/18 08:00:00 AM,150.7,13.173,13.173,13.173,,,,,
1030,06/22/18 09:00:00 AM,258.3,13.173,13.173,13.173,,,,,
1031,06/22/18 10:00:00 AM,129.2,13.076,13.076,13.076,,,,,
1032,06/22/18 11:00:00 AM,236.8,13.076,13.076,13.076,,,,,
1033,06/22/18 12:00:00 PM,1205.6,13.173,13.173,13.173,,,,,
1034,06/22/18 01:00:00 PM,366.0,13.076,13.076,13.076,,,,,
1035,06/22/18 02:00:00 PM,215.3,13.076,13.076,13.076,,,,,
1036,06/22/18 03:00:00 PM,150.7,12.980,12.980,12.980,,,,,
1037,06/22/18 04:00:00 PM,613.5,13.076,13.076,13.076,,,,,
1038,06/22/18 05:00:00 PM,129.2,13.076,13.076,13.076,,,,,
1039,06/22/18 06:00:00 PM,796.5,13.076,13.076,13.076,,,,,
1040,06/22/18 07:00:00 PM,172.2,12.980,12.980,12.980,,,,,
1041,06/22/18 08:00:00 PM,86.1,12.883,12.883,12.883,,,,,
1042,06/22/18 09:00:00 PM,0.0,12.883,12.883,12.883,,,,,
1043,06/22/18 10:00:00 PM,0.0,12.690,12.690,12.690,,,,,
1044,06/22/18 11:00:00 PM,0.0,12.690,12.690,12.690,,,,,
1045,06/23/18 12:00:00 AM,0.0,12.594,12.594,12.594,,,,,
1046,06/23/18 01:00:00 AM,0.0,12.497,12.497,12.497,,,,,
1047,06/23/18 02:00:00 AM,0.0,12.497,12.497,12.497,,,,,
1048,06/23/18 03:00:00 AM,0.0,12.401,12.401,12.401,,,,,
1049,06/23/18 04:00:00 AM,0.0,12.304,12.304,12.304,,,,,
1050,06/23/18 05:00:00 AM,0.0,12.304,12.304,12.304,,,,,
1051,06/23/18 06:00:00 AM,0.0,12.207,12.207,12.207,,,,,
1052,06/23/18 07:00:00 AM,53.8,12.207,12.207,12.207,,,,,
1053,06/23/18 08:00:00 AM,150.7,12.207,12.207,12.207,,,,,
1054,06/23/18 09:00:00 AM,344.4,12.207,12.207,12.207,,,,,
1055,06/23/18 10:00:00 AM,269.1,12.207,12.207,12.207,,,,,
