"Plot Title: 20400741"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20400741, SEN S/N: 20400741)","Intensity, Lux (LGR S/N: 20400741, SEN S/N: 20400741)","Coupler Attached (LGR S/N: 20400741)","Host Connected (LGR S/N: 20400741)","Stopped (LGR S/N: 20400741)","End Of File (LGR S/N: 20400741)"
1,06/26/18 02:00:00 PM,23.773,0.0,,,,
2,06/26/18 03:00:00 PM,20.710,43.1,,,,
3,06/26/18 04:00:00 PM,20.901,656.6,,,,
4,06/26/18 05:00:00 PM,17.189,0.0,,,,
5,06/26/18 06:00:00 PM,17.855,64.6,,,,
6,06/26/18 07:00:00 PM,21.187,0.0,,,,
7,06/26/18 08:00:00 PM,23.004,0.0,,,,
8,06/26/18 09:00:00 PM,23.292,0.0,,,,
9,06/26/18 10:00:00 PM,21.951,0.0,,,,
10,06/26/18 11:00:00 PM,20.234,0.0,,,,
11,06/27/18 12:00:00 AM,18.521,0.0,,,,
12,06/27/18 01:00:00 AM,17.094,0.0,,,,
13,06/27/18 02:00:00 AM,15.760,0.0,,,,
14,06/27/18 03:00:00 AM,14.613,0.0,,,,
15,06/27/18 04:00:00 AM,13.558,0.0,,,,
16,06/27/18 05:00:00 AM,12.690,0.0,,,,
17,06/27/18 06:00:00 AM,11.916,0.0,,,,
18,06/27/18 07:00:00 AM,11.431,0.0,,,,
19,06/27/18 08:00:00 AM,11.819,0.0,,,,
20,06/27/18 09:00:00 AM,13.461,75.3,,,,
21,06/27/18 10:00:00 AM,12.497,4305.6,,,,
22,06/27/18 11:00:00 AM,12.787,0.0,,,,
23,06/27/18 12:00:00 PM,19.662,8266.7,,,,
24,06/27/18 01:00:00 PM,22.908,7233.4,,,,
25,06/27/18 02:00:00 PM,20.424,355.2,,,,
26,06/27/18 03:00:00 PM,19.758,0.0,,,,
27,06/27/18 04:00:00 PM,20.138,53.8,,,,
28,06/27/18 05:00:00 PM,19.948,43.1,,,,
29,06/27/18 06:00:00 PM,20.710,0.0,,,,
30,06/27/18 07:00:00 PM,22.046,0.0,,,,
31,06/27/18 08:00:00 PM,22.812,0.0,,,,
32,06/27/18 09:00:00 PM,22.333,0.0,,,,
33,06/27/18 10:00:00 PM,21.187,0.0,,,,
34,06/27/18 11:00:00 PM,19.948,0.0,,,,
35,06/28/18 12:00:00 AM,18.616,0.0,,,,
36,06/28/18 01:00:00 AM,17.570,0.0,,,,
37,06/28/18 02:00:00 AM,16.523,0.0,,,,
38,06/28/18 03:00:00 AM,15.855,0.0,,,,
39,06/28/18 04:00:00 AM,15.187,0.0,,,,
40,06/28/18 05:00:00 AM,14.709,0.0,,,,
41,06/28/18 06:00:00 AM,14.325,0.0,,,,
42,06/28/18 07:00:00 AM,14.230,0.0,,,,
43,06/28/18 08:00:00 AM,14.325,0.0,,,,
44,06/28/18 09:00:00 AM,14.996,0.0,,,,
45,06/28/18 10:00:00 AM,11.528,2238.9,,,,
