"Plot Title: 20400739"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20400739, SEN S/N: 20400739)","Intensity, Lux (LGR S/N: 20400739, SEN S/N: 20400739)","Coupler Attached (LGR S/N: 20400739)","Host Connected (LGR S/N: 20400739)","Stopped (LGR S/N: 20400739)","End Of File (LGR S/N: 20400739)"
1,06/26/18 02:00:00 PM,21.855,0.0,,,,
2,06/26/18 03:00:00 PM,20.138,139.9,,,,
3,06/26/18 04:00:00 PM,20.615,1463.9,,,,
4,06/26/18 05:00:00 PM,16.523,21.5,,,,
5,06/26/18 06:00:00 PM,18.711,21.5,,,,
6,06/26/18 07:00:00 PM,22.812,0.0,,,,
7,06/26/18 08:00:00 PM,23.869,0.0,,,,
8,06/26/18 09:00:00 PM,23.388,0.0,,,,
9,06/26/18 10:00:00 PM,21.473,0.0,,,,
10,06/26/18 11:00:00 PM,19.567,0.0,,,,
11,06/27/18 12:00:00 AM,17.855,0.0,,,,
12,06/27/18 01:00:00 AM,16.332,0.0,,,,
13,06/27/18 02:00:00 AM,15.091,0.0,,,,
14,06/27/18 03:00:00 AM,13.942,0.0,,,,
15,06/27/18 04:00:00 AM,12.787,0.0,,,,
16,06/27/18 05:00:00 AM,11.916,0.0,,,,
17,06/27/18 06:00:00 AM,11.139,0.0,,,,
18,06/27/18 07:00:00 AM,10.944,0.0,,,,
19,06/27/18 08:00:00 AM,12.110,0.0,,,,
20,06/27/18 09:00:00 AM,14.038,43.1,,,,
21,06/27/18 10:00:00 AM,12.401,570.5,,,,
22,06/27/18 11:00:00 AM,13.269,0.0,,,,
23,06/27/18 12:00:00 PM,19.853,968.8,,,,
24,06/27/18 01:00:00 PM,22.046,1722.2,,,,
25,06/27/18 02:00:00 PM,20.996,161.5,,,,
26,06/27/18 03:00:00 PM,20.138,0.0,,,,
27,06/27/18 04:00:00 PM,20.424,53.8,,,,
28,06/27/18 05:00:00 PM,20.043,32.3,,,,
29,06/27/18 06:00:00 PM,20.805,0.0,,,,
30,06/27/18 07:00:00 PM,21.951,0.0,,,,
31,06/27/18 08:00:00 PM,22.812,0.0,,,,
32,06/27/18 09:00:00 PM,22.429,0.0,,,,
33,06/27/18 10:00:00 PM,21.282,0.0,,,,
34,06/27/18 11:00:00 PM,20.043,0.0,,,,
35,06/28/18 12:00:00 AM,18.806,0.0,,,,
36,06/28/18 01:00:00 AM,17.665,0.0,,,,
37,06/28/18 02:00:00 AM,16.713,0.0,,,,
38,06/28/18 03:00:00 AM,15.951,0.0,,,,
39,06/28/18 04:00:00 AM,15.378,0.0,,,,
40,06/28/18 05:00:00 AM,14.804,0.0,,,,
41,06/28/18 06:00:00 AM,14.421,0.0,,,,
42,06/28/18 07:00:00 AM,14.230,0.0,,,,
43,06/28/18 08:00:00 AM,14.325,0.0,,,,
44,06/28/18 09:00:00 AM,14.996,0.0,,,,
45,06/28/18 10:00:00 AM,7.582,183.0,,,,
46,06/28/18 11:00:00 AM,6.064,796.5,,,,
47,06/28/18 12:00:00 PM,6.166,2411.1,,,,
48,06/28/18 01:00:00 PM,6.268,1980.6,,,,
49,06/28/18 02:00:00 PM,6.370,3100.0,,,,
50,06/28/18 03:00:00 PM,6.471,3444.5,,,,
51,06/28/18 04:00:00 PM,6.573,2325.0,,,,
52,06/28/18 05:00:00 PM,6.573,1636.1,,,,
53,06/28/18 06:00:00 PM,6.573,1550.0,,,,
54,06/28/18 07:00:00 PM,6.471,279.9,,,,
55,06/28/18 08:00:00 PM,6.471,333.7,,,,
56,06/28/18 09:00:00 PM,6.370,0.0,,,,
57,06/28/18 10:00:00 PM,6.370,0.0,,,,
58,06/28/18 11:00:00 PM,6.268,0.0,,,,
59,06/29/18 12:00:00 AM,6.166,0.0,,,,
60,06/29/18 01:00:00 AM,6.166,0.0,,,,
61,06/29/18 02:00:00 AM,6.064,0.0,,,,
62,06/29/18 03:00:00 AM,6.064,0.0,,,,
63,06/29/18 04:00:00 AM,5.962,0.0,,,,
64,06/29/18 05:00:00 AM,5.962,0.0,,,,
65,06/29/18 06:00:00 AM,5.962,161.5,,,,
66,06/29/18 07:00:00 AM,5.962,613.5,,,,
67,06/29/18 08:00:00 AM,5.962,882.6,,,,
68,06/29/18 09:00:00 AM,5.962,1550.0,,,,
69,06/29/18 10:00:00 AM,6.064,3100.0,,,,
70,06/29/18 11:00:00 AM,6.166,3961.1,,,,
71,06/29/18 12:00:00 PM,6.370,4305.6,,,,
72,06/29/18 01:00:00 PM,6.674,6200.0,,,,
73,06/29/18 02:00:00 PM,6.775,5511.1,,,,
74,06/29/18 03:00:00 PM,6.978,5166.7,,,,
75,06/29/18 04:00:00 PM,7.179,4305.6,,,,
76,06/29/18 05:00:00 PM,7.079,1097.9,,,,
