"Plot Title: SOSTPRO"
"#","Date Time, GMT-07:00","Intensity, Lux (LGR S/N: 10800794, SEN S/N: 10800794, LBL: li)","Max: Temperature, °C (LGR S/N: 10800794)","Min: Temperature, °C (LGR S/N: 10800794)","Avg: Temperature, °C (LGR S/N: 10800794)","Bad Battery (LGR S/N: 10800794)","End Of File (LGR S/N: 10800794)"
425,06/16/18 04:00:00 AM,0.0,7.381,7.381,7.381,,
426,06/16/18 05:00:00 AM,86.1,6.978,6.978,6.978,,
427,06/16/18 06:00:00 AM,1722.2,7.381,7.381,7.381,,
428,06/16/18 07:00:00 AM,2325.0,8.978,8.978,8.978,,
429,06/16/18 08:00:00 AM,24800.2,19.662,19.662,19.662,,
430,06/16/18 09:00:00 AM,55111.5,16.332,16.332,16.332,,
431,06/16/18 10:00:00 AM,55111.5,21.378,21.378,21.378,,
432,06/16/18 11:00:00 AM,39955.8,25.805,25.805,25.805,,
433,06/16/18 12:00:00 PM,22044.6,23.869,23.869,23.869,,
434,06/16/18 01:00:00 PM,12400.1,19.472,19.472,19.472,,
435,06/16/18 02:00:00 PM,6544.5,20.710,20.710,20.710,,
436,06/16/18 03:00:00 PM,11022.3,23.581,23.581,23.581,,
437,06/16/18 04:00:00 PM,5338.9,21.760,21.760,21.760,,
438,06/16/18 05:00:00 PM,3616.7,21.378,21.378,21.378,,
439,06/16/18 06:00:00 PM,4477.8,23.004,23.004,23.004,,
440,06/16/18 07:00:00 PM,2238.9,20.710,20.710,20.710,,
441,06/16/18 08:00:00 PM,1151.7,17.189,17.189,17.189,,
442,06/16/18 09:00:00 PM,279.9,14.996,14.996,14.996,,
443,06/16/18 10:00:00 PM,0.0,13.269,13.269,13.269,,
444,06/16/18 11:00:00 PM,0.0,12.690,12.690,12.690,,
445,06/17/18 12:00:00 AM,0.0,12.787,12.787,12.787,,
446,06/17/18 01:00:00 AM,0.0,11.722,11.722,11.722,,
447,06/17/18 02:00:00 AM,0.0,11.236,11.236,11.236,,
448,06/17/18 03:00:00 AM,0.0,10.748,10.748,10.748,,
449,06/17/18 04:00:00 AM,0.0,10.846,10.846,10.846,,
450,06/17/18 05:00:00 AM,129.2,10.259,10.259,10.259,,
451,06/17/18 06:00:00 AM,613.5,10.357,10.357,10.357,,
452,06/17/18 07:00:00 AM,2152.8,11.528,11.528,11.528,,
453,06/17/18 08:00:00 AM,37200.2,23.196,23.196,23.196,,
454,06/17/18 09:00:00 AM,74400.5,27.075,27.075,27.075,,
455,06/17/18 10:00:00 AM,104711.8,25.902,25.902,25.902,,
456,06/17/18 11:00:00 AM,34444.7,30.760,30.760,30.760,,
457,06/17/18 12:00:00 PM,28933.5,29.352,29.352,29.352,,
458,06/17/18 01:00:00 PM,11022.3,25.610,25.610,25.610,,
459,06/17/18 02:00:00 PM,11022.3,25.902,25.902,25.902,,
460,06/17/18 03:00:00 PM,13089.0,26.000,26.000,26.000,,
461,06/17/18 04:00:00 PM,13089.0,25.513,25.513,25.513,,
462,06/17/18 05:00:00 PM,8266.7,25.028,25.028,25.028,,
463,06/17/18 06:00:00 PM,7233.4,24.545,24.545,24.545,,
464,06/17/18 07:00:00 PM,4650.0,24.448,24.448,24.448,,
465,06/17/18 08:00:00 PM,1808.3,18.996,18.996,18.996,,
466,06/17/18 09:00:00 PM,678.1,16.903,16.903,16.903,,
467,06/17/18 10:00:00 PM,0.0,15.855,15.855,15.855,,
468,06/17/18 11:00:00 PM,0.0,15.187,15.187,15.187,,
469,06/18/18 12:00:00 AM,0.0,14.709,14.709,14.709,,
470,06/18/18 01:00:00 AM,0.0,14.517,14.517,14.517,,
471,06/18/18 02:00:00 AM,0.0,14.325,14.325,14.325,,
472,06/18/18 03:00:00 AM,0.0,13.461,13.461,13.461,,
473,06/18/18 04:00:00 AM,0.0,12.594,12.594,12.594,,
474,06/18/18 05:00:00 AM,172.2,12.013,12.013,12.013,,
475,06/18/18 06:00:00 AM,1141.0,12.497,12.497,12.497,,
476,06/18/18 07:00:00 AM,2325.0,13.750,13.750,13.750,,
477,06/18/18 08:00:00 AM,34444.7,24.545,24.545,24.545,,
478,06/18/18 09:00:00 AM,74400.5,29.053,29.053,29.053,,
479,06/18/18 10:00:00 AM,57867.0,26.781,26.781,26.781,,
480,06/18/18 11:00:00 AM,37200.2,32.704,32.704,32.704,,
481,06/18/18 12:00:00 PM,63378.2,31.778,31.778,31.778,,
482,06/18/18 01:00:00 PM,11022.3,26.292,26.292,26.292,,
483,06/18/18 02:00:00 PM,6200.0,26.585,26.585,26.585,,
484,06/18/18 03:00:00 PM,12400.1,29.752,29.752,29.752,,
485,06/18/18 04:00:00 PM,6200.0,26.488,26.488,26.488,,
486,06/18/18 05:00:00 PM,3961.1,26.683,26.683,26.683,,
487,06/18/18 06:00:00 PM,3961.1,26.390,26.390,26.390,,
488,06/18/18 07:00:00 PM,2325.0,23.100,23.100,23.100,,
489,06/18/18 08:00:00 PM,1248.6,19.662,19.662,19.662,,
490,06/18/18 09:00:00 PM,430.6,17.760,17.760,17.760,,
491,06/18/18 10:00:00 PM,0.0,16.332,16.332,16.332,,
492,06/18/18 11:00:00 PM,0.0,15.760,15.760,15.760,,
493,06/19/18 12:00:00 AM,0.0,15.473,15.473,15.473,,
494,06/19/18 01:00:00 AM,0.0,14.709,14.709,14.709,,
495,06/19/18 02:00:00 AM,0.0,15.378,15.378,15.378,,
496,06/19/18 03:00:00 AM,0.0,14.230,14.230,14.230,,
497,06/19/18 04:00:00 AM,0.0,13.558,13.558,13.558,,
498,06/19/18 05:00:00 AM,118.4,12.980,12.980,12.980,,
499,06/19/18 06:00:00 AM,1463.9,13.173,13.173,13.173,,
500,06/19/18 07:00:00 AM,3100.0,14.804,14.804,14.804,,
501,06/19/18 08:00:00 AM,49600.3,23.581,23.581,23.581,,
502,06/19/18 09:00:00 AM,77156.1,27.665,27.665,27.665,Logged,
503,06/19/18 10:00:00 AM,99200.7,26.097,26.097,26.097,,Logged
