"","site.name","AirTemp_Mean","AirTemp_Min","AirTemp_Max","AirTemp_SD","AirTemp_CV","AirLight_Mean","AirLight_Min","AirLight_Max","AirLight_SD","AirLight_CV","WaterTemp_Mean","WaterTemp_Min","WaterTemp_Max","WaterTemp_SD","WaterTemp_CV","WaterLight_Mean","WaterLight_Min","WaterLight_Max","WaterLight_SD","WaterLight_CV"
"1","6_Coast","16.034862536302","3.788","44.211","8.45138904507199","0.527063392401308","32499.2356353591","10.8","220445.9","47217.5998776018","1.45288339723994","12.9880232333011","8.481","20.138","2.43606651655966","0.18756253148005","5354.57234042553","10.8","60622.6","9125.61456657343","1.70426580992801"
