"Plot Title: SOSTPRO"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20378726, SEN S/N: 20378726)","Intensity, Lux (LGR S/N: 20378726, SEN S/N: 20378726)","Coupler Attached (LGR S/N: 20378726)","Host Connected (LGR S/N: 20378726)","Stopped (LGR S/N: 20378726)","End Of File (LGR S/N: 20378726)"
1,05/31/18 12:00:00 PM,19.282,0.0,,,,
2,05/31/18 01:00:00 PM,18.901,731.9,,,,
3,05/31/18 02:00:00 PM,23.388,38578.0,,,,
4,05/31/18 03:00:00 PM,13.269,16533.4,,,,
5,05/31/18 04:00:00 PM,12.304,5511.1,,,,
6,05/31/18 05:00:00 PM,12.207,8266.7,,,,
7,05/31/18 06:00:00 PM,12.110,10333.4,,,,
8,05/31/18 07:00:00 PM,11.722,3444.5,,,,
9,05/31/18 08:00:00 PM,11.334,1894.5,,,,
10,05/31/18 09:00:00 PM,10.944,139.9,,,,
11,05/31/18 10:00:00 PM,10.553,0.0,,,,
12,05/31/18 11:00:00 PM,10.455,0.0,,,,
13,06/01/18 12:00:00 AM,10.259,0.0,,,,
14,06/01/18 01:00:00 AM,9.866,0.0,,,,
15,06/01/18 02:00:00 AM,9.768,0.0,,,,
16,06/01/18 03:00:00 AM,9.571,0.0,,,,
17,06/01/18 04:00:00 AM,9.472,0.0,,,,
18,06/01/18 05:00:00 AM,9.472,32.3,,,,
19,06/01/18 06:00:00 AM,9.571,1054.9,,,,
20,06/01/18 07:00:00 AM,9.669,1636.1,,,,
21,06/01/18 08:00:00 AM,9.768,2583.4,,,,
22,06/01/18 09:00:00 AM,9.965,5166.7,,,,
23,06/01/18 10:00:00 AM,10.455,9300.1,,,,
24,06/01/18 11:00:00 AM,11.236,20666.8,,,,
25,06/01/18 12:00:00 PM,10.748,3961.1,,,,
26,06/01/18 01:00:00 PM,10.944,17911.2,,,,
27,06/01/18 02:00:00 PM,12.110,27555.7,,,,
28,06/01/18 03:00:00 PM,11.625,7233.4,,,,
29,06/01/18 04:00:00 PM,11.139,4133.4,,,,
30,06/01/18 05:00:00 PM,11.041,6200.0,,,,
31,06/01/18 06:00:00 PM,11.139,8611.2,,,,
32,06/01/18 07:00:00 PM,10.944,4305.6,,,,
33,06/01/18 08:00:00 PM,10.748,1097.9,,,,
34,06/01/18 09:00:00 PM,10.553,139.9,,,,
35,06/01/18 10:00:00 PM,10.259,0.0,,,,
36,06/01/18 11:00:00 PM,10.161,0.0,,,,
37,06/02/18 12:00:00 AM,10.161,0.0,,,,
38,06/02/18 01:00:00 AM,10.063,0.0,,,,
39,06/02/18 02:00:00 AM,10.063,0.0,,,,
40,06/02/18 03:00:00 AM,9.965,0.0,,,,
41,06/02/18 04:00:00 AM,9.965,0.0,,,,
42,06/02/18 05:00:00 AM,9.965,32.3,,,,
