"Plot Title: Hour6"
"#","Date Time, GMT-07:00","Intensity, Lux (LGR S/N: 1266554, SEN S/N: 1266554, LBL: light)","Max: Temperature, °C (LGR S/N: 1266554)","Min: Temperature, °C (LGR S/N: 1266554)","Avg: Temperature, °C (LGR S/N: 1266554)","Coupler Attached (LGR S/N: 1266554)","Host Connected (LGR S/N: 1266554)","Stopped (LGR S/N: 1266554)","End Of File (LGR S/N: 1266554)"
30,05/23/18 05:00:00 PM,6544.5,22.908,22.908,22.908,,,,
31,05/23/18 06:00:00 PM,5166.7,23.773,23.773,23.773,,,,
32,05/23/18 07:00:00 PM,13777.9,25.222,25.222,25.222,,,,
33,05/23/18 08:00:00 PM,1808.3,21.378,21.378,21.378,,,,
34,05/23/18 09:00:00 PM,32.3,17.094,17.094,17.094,,,,
35,05/23/18 10:00:00 PM,0.0,15.473,15.473,15.473,,,,
36,05/23/18 11:00:00 PM,0.0,14.230,14.230,14.230,,,,
37,05/24/18 12:00:00 AM,0.0,13.750,13.750,13.750,,,,
38,05/24/18 01:00:00 AM,0.0,13.942,13.942,13.942,,,,
39,05/24/18 02:00:00 AM,0.0,13.461,13.461,13.461,,,,
40,05/24/18 03:00:00 AM,0.0,13.558,13.558,13.558,,,,
41,05/24/18 04:00:00 AM,0.0,13.076,13.076,13.076,,,,
42,05/24/18 05:00:00 AM,0.0,12.690,12.690,12.690,,,,
43,05/24/18 06:00:00 AM,96.9,12.497,12.497,12.497,,,,
44,05/24/18 07:00:00 AM,226.0,12.013,12.013,12.013,,,,
45,05/24/18 08:00:00 AM,473.6,11.916,11.916,11.916,,,,
46,05/24/18 09:00:00 AM,807.3,12.110,12.110,12.110,,,,
47,05/24/18 10:00:00 AM,1463.9,12.594,12.594,12.594,,,,
48,05/24/18 11:00:00 AM,1722.2,13.750,13.750,13.750,,,,
49,05/24/18 12:00:00 PM,3100.0,13.846,13.846,13.846,,,,
50,05/24/18 01:00:00 PM,4305.6,14.709,14.709,14.709,,,,
51,05/24/18 02:00:00 PM,3272.2,15.951,15.951,15.951,,,,
52,05/24/18 03:00:00 PM,2927.8,16.713,16.713,16.713,,,,
53,05/24/18 04:00:00 PM,3100.0,17.379,17.379,17.379,,,,
54,05/24/18 05:00:00 PM,5166.7,17.855,17.855,17.855,,,,
55,05/24/18 06:00:00 PM,5511.1,18.521,18.521,18.521,,,,
56,05/24/18 07:00:00 PM,7233.4,20.996,20.996,20.996,,,,
57,05/24/18 08:00:00 PM,1894.5,17.855,17.855,17.855,,,,
58,05/24/18 09:00:00 PM,53.8,14.134,14.134,14.134,,,,
59,05/24/18 10:00:00 PM,0.0,12.304,12.304,12.304,,,,
60,05/24/18 11:00:00 PM,0.0,11.528,11.528,11.528,,,,
61,05/25/18 12:00:00 AM,0.0,10.748,10.748,10.748,,,,
62,05/25/18 01:00:00 AM,0.0,10.651,10.651,10.651,,,,
63,05/25/18 02:00:00 AM,0.0,10.553,10.553,10.553,,,,
64,05/25/18 03:00:00 AM,0.0,10.651,10.651,10.651,,,,
65,05/25/18 04:00:00 AM,0.0,10.357,10.357,10.357,,,,
66,05/25/18 05:00:00 AM,0.0,10.259,10.259,10.259,,,,
67,05/25/18 06:00:00 AM,387.5,10.161,10.161,10.161,,,,
68,05/25/18 07:00:00 AM,914.9,11.041,11.041,11.041,,,,
69,05/25/18 08:00:00 AM,1722.2,11.334,11.334,11.334,,,,
70,05/25/18 09:00:00 AM,2927.8,12.594,12.594,12.594,,,,
71,05/25/18 10:00:00 AM,4477.8,14.421,14.421,14.421,,,,
72,05/25/18 11:00:00 AM,3616.7,15.091,15.091,15.091,,,,
73,05/25/18 12:00:00 PM,3788.9,15.760,15.760,15.760,,,,
74,05/25/18 01:00:00 PM,3444.5,15.760,15.760,15.760,,,,
75,05/25/18 02:00:00 PM,4477.8,16.808,16.808,16.808,,,,
76,05/25/18 03:00:00 PM,2927.8,17.379,17.379,17.379,,,,
77,05/25/18 04:00:00 PM,3272.2,16.523,16.523,16.523,,,,
78,05/25/18 05:00:00 PM,3788.9,17.094,17.094,17.094,,,,
79,05/25/18 06:00:00 PM,4133.4,18.045,18.045,18.045,,,,
80,05/25/18 07:00:00 PM,1980.6,18.616,18.616,18.616,,,,
81,05/25/18 08:00:00 PM,1141.0,15.951,15.951,15.951,,,,
82,05/25/18 09:00:00 PM,53.8,11.431,11.431,11.431,,,,
83,05/25/18 10:00:00 PM,0.0,9.669,9.669,9.669,,,,
84,05/25/18 11:00:00 PM,0.0,8.581,8.581,8.581,,,,
85,05/26/18 12:00:00 AM,0.0,8.182,8.182,8.182,,,,
86,05/26/18 01:00:00 AM,0.0,7.582,7.582,7.582,,,,
87,05/26/18 02:00:00 AM,0.0,7.179,7.179,7.179,,,,
88,05/26/18 03:00:00 AM,0.0,6.877,6.877,6.877,,,,
89,05/26/18 04:00:00 AM,0.0,7.782,7.782,7.782,,,,
90,05/26/18 05:00:00 AM,10.8,7.682,7.682,7.682,,,,
91,05/26/18 06:00:00 AM,236.8,7.782,7.782,7.782,,,,
92,05/26/18 07:00:00 AM,871.9,8.581,8.581,8.581,,,,
93,05/26/18 08:00:00 AM,1722.2,10.161,10.161,10.161,,,,
94,05/26/18 09:00:00 AM,1054.9,9.866,9.866,9.866,,,,
95,05/26/18 10:00:00 AM,936.5,9.965,9.965,9.965,,,,
96,05/26/18 11:00:00 AM,2325.0,11.528,11.528,11.528,,,,
97,05/26/18 12:00:00 PM,2755.6,12.207,12.207,12.207,,,,
98,05/26/18 01:00:00 PM,1808.3,12.690,12.690,12.690,,,,
99,05/26/18 02:00:00 PM,3616.7,14.038,14.038,14.038,,,,
100,05/26/18 03:00:00 PM,3100.0,14.996,14.996,14.996,,,,
101,05/26/18 04:00:00 PM,2497.2,14.900,14.900,14.900,,,,
102,05/26/18 05:00:00 PM,2411.1,14.900,14.900,14.900,,,,
103,05/26/18 06:00:00 PM,2669.5,15.187,15.187,15.187,,,,
104,05/26/18 07:00:00 PM,2927.8,17.189,17.189,17.189,,,,
105,05/26/18 08:00:00 PM,990.3,14.325,14.325,14.325,,,,
106,05/26/18 09:00:00 PM,64.6,11.819,11.819,11.819,,,,
107,05/26/18 10:00:00 PM,0.0,10.357,10.357,10.357,,,,
108,05/26/18 11:00:00 PM,0.0,9.275,9.275,9.275,,,,
109,05/27/18 12:00:00 AM,0.0,8.779,8.779,8.779,,,,
110,05/27/18 01:00:00 AM,0.0,8.879,8.879,8.879,,,,
111,05/27/18 02:00:00 AM,0.0,9.373,9.373,9.373,,,,
112,05/27/18 03:00:00 AM,0.0,9.571,9.571,9.571,,,,
113,05/27/18 04:00:00 AM,0.0,9.768,9.768,9.768,,,,
114,05/27/18 05:00:00 AM,0.0,9.768,9.768,9.768,,,,
115,05/27/18 06:00:00 AM,193.8,9.965,9.965,9.965,,,,
116,05/27/18 07:00:00 AM,753.5,10.846,10.846,10.846,,,,
117,05/27/18 08:00:00 AM,1377.8,11.722,11.722,11.722,,,,
118,05/27/18 09:00:00 AM,2411.1,13.076,13.076,13.076,,,,
119,05/27/18 10:00:00 AM,3788.9,13.942,13.942,13.942,,,,
120,05/27/18 11:00:00 AM,4994.5,15.282,15.282,15.282,,,,
121,05/27/18 12:00:00 PM,4994.5,16.237,16.237,16.237,,,,
122,05/27/18 01:00:00 PM,3961.1,16.903,16.903,16.903,,,,
123,05/27/18 02:00:00 PM,3444.5,17.950,17.950,17.950,,,,
124,05/27/18 03:00:00 PM,3616.7,18.521,18.521,18.521,,,,
125,05/27/18 04:00:00 PM,2927.8,18.806,18.806,18.806,,,,
126,05/27/18 05:00:00 PM,2927.8,19.282,19.282,19.282,,,,
127,05/27/18 06:00:00 PM,14466.8,21.091,21.091,21.091,,,,
128,05/27/18 07:00:00 PM,3616.7,21.664,21.664,21.664,,,,
129,05/27/18 08:00:00 PM,1808.3,18.806,18.806,18.806,,,,
130,05/27/18 09:00:00 PM,64.6,13.942,13.942,13.942,,,,
131,05/27/18 10:00:00 PM,0.0,12.304,12.304,12.304,,,,
132,05/27/18 11:00:00 PM,0.0,11.236,11.236,11.236,,,,
133,05/28/18 12:00:00 AM,0.0,10.553,10.553,10.553,,,,
134,05/28/18 01:00:00 AM,0.0,10.063,10.063,10.063,,,,
135,05/28/18 02:00:00 AM,0.0,9.472,9.472,9.472,,,,
136,05/28/18 03:00:00 AM,0.0,9.866,9.866,9.866,,,,
137,05/28/18 04:00:00 AM,0.0,10.357,10.357,10.357,,,,
138,05/28/18 05:00:00 AM,0.0,10.553,10.553,10.553,,,,
139,05/28/18 06:00:00 AM,139.9,9.866,9.866,9.866,,,,
140,05/28/18 07:00:00 AM,1259.4,9.571,9.571,9.571,,,,
141,05/28/18 08:00:00 AM,1227.1,10.651,10.651,10.651,,,,
142,05/28/18 09:00:00 AM,2325.0,11.528,11.528,11.528,,,,
143,05/28/18 10:00:00 AM,2497.2,11.916,11.916,11.916,,,,
144,05/28/18 11:00:00 AM,6544.5,14.038,14.038,14.038,,,,
145,05/28/18 12:00:00 PM,2927.8,13.942,13.942,13.942,,,,
146,05/28/18 01:00:00 PM,3100.0,14.996,14.996,14.996,,,,
147,05/28/18 02:00:00 PM,2411.1,15.473,15.473,15.473,,,,
148,05/28/18 03:00:00 PM,5166.7,16.141,16.141,16.141,,,,
149,05/28/18 04:00:00 PM,4650.0,17.094,17.094,17.094,,,,
150,05/28/18 05:00:00 PM,3444.5,17.475,17.475,17.475,,,,
151,05/28/18 06:00:00 PM,1980.6,17.094,17.094,17.094,,,,
152,05/28/18 07:00:00 PM,4133.4,19.567,19.567,19.567,,,,
153,05/28/18 08:00:00 PM,2152.8,17.570,17.570,17.570,,,,
154,05/28/18 09:00:00 PM,64.6,13.461,13.461,13.461,,,,
155,05/28/18 10:00:00 PM,0.0,11.431,11.431,11.431,,,,
156,05/28/18 11:00:00 PM,0.0,9.866,9.866,9.866,,,,
157,05/29/18 12:00:00 AM,0.0,8.680,8.680,8.680,,,,
158,05/29/18 01:00:00 AM,0.0,8.382,8.382,8.382,,,,
159,05/29/18 02:00:00 AM,0.0,8.182,8.182,8.182,,,,
160,05/29/18 03:00:00 AM,0.0,8.581,8.581,8.581,,,,
161,05/29/18 04:00:00 AM,0.0,8.581,8.581,8.581,,,,
162,05/29/18 05:00:00 AM,0.0,8.282,8.282,8.282,,,,
163,05/29/18 06:00:00 AM,247.6,7.983,7.983,7.983,,,,
164,05/29/18 07:00:00 AM,505.9,8.680,8.680,8.680,,,,
165,05/29/18 08:00:00 AM,1636.1,9.373,9.373,9.373,,,,
166,05/29/18 09:00:00 AM,699.7,9.472,9.472,9.472,,,,
167,05/29/18 10:00:00 AM,2066.7,9.866,9.866,9.866,,,,
168,05/29/18 11:00:00 AM,3100.0,10.944,10.944,10.944,,,,
169,05/29/18 12:00:00 PM,2325.0,11.722,11.722,11.722,,,,
170,05/29/18 01:00:00 PM,2325.0,13.269,13.269,13.269,,,,
171,05/29/18 02:00:00 PM,1980.6,13.461,13.461,13.461,,,,
172,05/29/18 03:00:00 PM,2497.2,13.942,13.942,13.942,,,,
173,05/29/18 04:00:00 PM,3444.5,14.517,14.517,14.517,,,,
174,05/29/18 05:00:00 PM,1722.2,14.421,14.421,14.421,,,,
175,05/29/18 06:00:00 PM,11711.2,16.523,16.523,16.523,,,,
176,05/29/18 07:00:00 PM,2066.7,13.558,13.558,13.558,,,,
177,05/29/18 08:00:00 PM,1636.1,14.038,14.038,14.038,,,,
178,05/29/18 09:00:00 PM,21.5,10.748,10.748,10.748,,,,
179,05/29/18 10:00:00 PM,0.0,9.571,9.571,9.571,,,,
180,05/29/18 11:00:00 PM,0.0,9.176,9.176,9.176,,,,
181,05/30/18 12:00:00 AM,0.0,8.082,8.082,8.082,,,,
182,05/30/18 01:00:00 AM,0.0,7.280,7.280,7.280,,,,
183,05/30/18 02:00:00 AM,0.0,7.582,7.582,7.582,,,,
184,05/30/18 03:00:00 AM,0.0,8.182,8.182,8.182,,,,
185,05/30/18 04:00:00 AM,0.0,8.282,8.282,8.282,,,,
186,05/30/18 05:00:00 AM,0.0,8.082,8.082,8.082,,,,
187,05/30/18 06:00:00 AM,193.8,8.182,8.182,8.182,,,,
188,05/30/18 07:00:00 AM,516.7,8.282,8.282,8.282,,,,
189,05/30/18 08:00:00 AM,1894.5,8.978,8.978,8.978,,,,
190,05/30/18 09:00:00 AM,1550.0,9.275,9.275,9.275,,,,
191,05/30/18 10:00:00 AM,2927.8,10.553,10.553,10.553,,,,
192,05/30/18 11:00:00 AM,2066.7,10.944,10.944,10.944,,,,
193,05/30/18 12:00:00 PM,3616.7,11.916,11.916,11.916,,,,
194,05/30/18 01:00:00 PM,6200.0,13.269,13.269,13.269,,,,
195,05/30/18 02:00:00 PM,1722.2,12.980,12.980,12.980,,,,
196,05/30/18 03:00:00 PM,5511.1,14.421,14.421,14.421,,,,
197,05/30/18 04:00:00 PM,2066.7,14.613,14.613,14.613,,,,
198,05/30/18 05:00:00 PM,3788.9,15.282,15.282,15.282,,,,
199,05/30/18 06:00:00 PM,3961.1,16.141,16.141,16.141,,,,
200,05/30/18 07:00:00 PM,3788.9,16.332,16.332,16.332,,,,
201,05/30/18 08:00:00 PM,1980.6,14.900,14.900,14.900,,,,
202,05/30/18 09:00:00 PM,96.9,10.944,10.944,10.944,,,,
203,05/30/18 10:00:00 PM,0.0,8.978,8.978,8.978,,,,
204,05/30/18 11:00:00 PM,0.0,7.582,7.582,7.582,,,,
205,05/31/18 12:00:00 AM,0.0,6.877,6.877,6.877,,,,
206,05/31/18 01:00:00 AM,0.0,6.775,6.775,6.775,,,,
207,05/31/18 02:00:00 AM,0.0,6.674,6.674,6.674,,,,
208,05/31/18 03:00:00 AM,0.0,6.370,6.370,6.370,,,,
209,05/31/18 04:00:00 AM,0.0,5.860,5.860,5.860,,,,
210,05/31/18 05:00:00 AM,0.0,5.860,5.860,5.860,,,,
211,05/31/18 06:00:00 AM,322.9,6.064,6.064,6.064,,,,
212,05/31/18 07:00:00 AM,1087.2,7.582,7.582,7.582,,,,
213,05/31/18 08:00:00 AM,1980.6,9.472,9.472,9.472,,,,
214,05/31/18 09:00:00 AM,2755.6,10.259,10.259,10.259,,,,
215,05/31/18 10:00:00 AM,3272.2,10.944,10.944,10.944,,,,
216,05/31/18 11:00:00 AM,5511.1,12.594,12.594,12.594,,,,
217,05/31/18 12:00:00 PM,4477.8,12.883,12.883,12.883,,,,
218,05/31/18 01:00:00 PM,2755.6,13.461,13.461,13.461,,,,
219,05/31/18 02:00:00 PM,2152.8,13.269,13.269,13.269,,,,
220,05/31/18 03:00:00 PM,1894.5,13.654,13.654,13.654,,,,
221,05/31/18 04:00:00 PM,2066.7,13.942,13.942,13.942,,,,
222,05/31/18 05:00:00 PM,4133.4,14.325,14.325,14.325,,,,
223,05/31/18 06:00:00 PM,4477.8,14.996,14.996,14.996,,,,
224,05/31/18 07:00:00 PM,1463.9,14.613,14.613,14.613,,,,
225,05/31/18 08:00:00 PM,473.6,12.883,12.883,12.883,,,,
226,05/31/18 09:00:00 PM,107.6,11.236,11.236,11.236,,,,
227,05/31/18 10:00:00 PM,0.0,8.978,8.978,8.978,,,,
228,05/31/18 11:00:00 PM,0.0,7.682,7.682,7.682,,,,
229,06/01/18 12:00:00 AM,0.0,6.775,6.775,6.775,,,,
230,06/01/18 01:00:00 AM,0.0,6.370,6.370,6.370,,,,
231,06/01/18 02:00:00 AM,0.0,6.573,6.573,6.573,,,,
232,06/01/18 03:00:00 AM,0.0,6.775,6.775,6.775,,,,
233,06/01/18 04:00:00 AM,0.0,7.179,7.179,7.179,,,,
234,06/01/18 05:00:00 AM,0.0,7.381,7.381,7.381,,,,
235,06/01/18 06:00:00 AM,290.6,6.978,6.978,6.978,,,,
236,06/01/18 07:00:00 AM,721.2,8.382,8.382,8.382,,,,
237,06/01/18 08:00:00 AM,1141.0,8.779,8.779,8.779,,,,
238,06/01/18 09:00:00 AM,1205.6,9.176,9.176,9.176,,,,
239,06/01/18 10:00:00 AM,2927.8,10.357,10.357,10.357,,,,
240,06/01/18 11:00:00 AM,1367.0,10.259,10.259,10.259,,,,
241,06/01/18 12:00:00 PM,775.0,10.161,10.161,10.161,,,,
242,06/01/18 01:00:00 PM,2927.8,11.431,11.431,11.431,,,,
243,06/01/18 02:00:00 PM,742.7,11.625,11.625,11.625,,,,
244,06/01/18 03:00:00 PM,592.0,11.431,11.431,11.431,,,,
245,06/01/18 04:00:00 PM,925.7,11.819,11.819,11.819,,,,
246,06/01/18 05:00:00 PM,312.2,11.236,11.236,11.236,,,,
247,06/01/18 06:00:00 PM,4477.8,12.980,12.980,12.980,,,,
248,06/01/18 07:00:00 PM,839.6,11.722,11.722,11.722,,,,
249,06/01/18 08:00:00 PM,172.2,11.334,11.334,11.334,,,,
250,06/01/18 09:00:00 PM,10.8,10.553,10.553,10.553,,,,
251,06/01/18 10:00:00 PM,0.0,9.965,9.965,9.965,,,,
252,06/01/18 11:00:00 PM,0.0,9.472,9.472,9.472,,,,
253,06/02/18 12:00:00 AM,0.0,9.373,9.373,9.373,,,,
254,06/02/18 01:00:00 AM,0.0,9.275,9.275,9.275,,,,
255,06/02/18 02:00:00 AM,0.0,9.275,9.275,9.275,,,,
256,06/02/18 03:00:00 AM,0.0,9.373,9.373,9.373,,,,
257,06/02/18 04:00:00 AM,0.0,9.275,9.275,9.275,,,,
258,06/02/18 05:00:00 AM,0.0,9.373,9.373,9.373,,,,
259,06/02/18 06:00:00 AM,236.8,9.472,9.472,9.472,,,,
260,06/02/18 07:00:00 AM,473.6,9.965,9.965,9.965,,,,
261,06/02/18 08:00:00 AM,1356.3,10.846,10.846,10.846,,,,
262,06/02/18 09:00:00 AM,2325.0,12.110,12.110,12.110,,,,
263,06/02/18 10:00:00 AM,3444.5,13.942,13.942,13.942,,,,
264,06/02/18 11:00:00 AM,5166.7,15.091,15.091,15.091,,,,
265,06/02/18 12:00:00 PM,6200.0,16.618,16.618,16.618,,,,
266,06/02/18 01:00:00 PM,4822.3,17.379,17.379,17.379,,,,
267,06/02/18 02:00:00 PM,3961.1,17.950,17.950,17.950,,,,
268,06/02/18 03:00:00 PM,3961.1,18.236,18.236,18.236,,,,
269,06/02/18 04:00:00 PM,5511.1,18.616,18.616,18.616,,,,
270,06/02/18 05:00:00 PM,2927.8,18.806,18.806,18.806,,,,
271,06/02/18 06:00:00 PM,2583.4,18.711,18.711,18.711,,,,
272,06/02/18 07:00:00 PM,1980.6,18.236,18.236,18.236,,,,
273,06/02/18 08:00:00 PM,247.6,17.475,17.475,17.475,,,,
274,06/02/18 09:00:00 PM,64.6,15.187,15.187,15.187,,,,
275,06/02/18 10:00:00 PM,0.0,13.365,13.365,13.365,,,,
276,06/02/18 11:00:00 PM,0.0,11.722,11.722,11.722,,,,
277,06/03/18 12:00:00 AM,0.0,10.846,10.846,10.846,,,,
278,06/03/18 01:00:00 AM,0.0,10.455,10.455,10.455,,,,
279,06/03/18 02:00:00 AM,0.0,10.553,10.553,10.553,,,,
280,06/03/18 03:00:00 AM,0.0,10.944,10.944,10.944,,,,
281,06/03/18 04:00:00 AM,0.0,11.041,11.041,11.041,,,,
282,06/03/18 05:00:00 AM,0.0,10.846,10.846,10.846,,,,
283,06/03/18 06:00:00 AM,183.0,10.944,10.944,10.944,,,,
284,06/03/18 07:00:00 AM,613.5,11.916,11.916,11.916,,,,
285,06/03/18 08:00:00 AM,968.8,12.207,12.207,12.207,,,,
286,06/03/18 09:00:00 AM,1550.0,12.883,12.883,12.883,,,,
287,06/03/18 10:00:00 AM,2238.9,13.365,13.365,13.365,,,,
288,06/03/18 11:00:00 AM,1894.5,14.134,14.134,14.134,,,,
289,06/03/18 12:00:00 PM,527.4,13.076,13.076,13.076,,,,
290,06/03/18 01:00:00 PM,161.5,11.722,11.722,11.722,,,,
291,06/03/18 02:00:00 PM,1463.9,10.846,10.846,10.846,,,,
292,06/03/18 03:00:00 PM,1001.0,10.063,10.063,10.063,,,,
293,06/03/18 04:00:00 PM,785.8,9.571,9.571,9.571,,,,
294,06/03/18 05:00:00 PM,1237.9,9.571,9.571,9.571,,,,
295,06/03/18 06:00:00 PM,2497.2,10.063,10.063,10.063,,,,
296,06/03/18 07:00:00 PM,2325.0,10.357,10.357,10.357,,,,
297,06/03/18 08:00:00 PM,247.6,9.866,9.866,9.866,,,,
298,06/03/18 09:00:00 PM,21.5,9.472,9.472,9.472,,,,
299,06/03/18 10:00:00 PM,0.0,9.275,9.275,9.275,,,,
300,06/03/18 11:00:00 PM,0.0,8.978,8.978,8.978,,,,
301,06/04/18 12:00:00 AM,0.0,8.082,8.082,8.082,,,,
302,06/04/18 01:00:00 AM,0.0,7.882,7.882,7.882,,,,
303,06/04/18 02:00:00 AM,0.0,7.882,7.882,7.882,,,,
304,06/04/18 03:00:00 AM,0.0,7.782,7.782,7.782,,,,
305,06/04/18 04:00:00 AM,0.0,7.682,7.682,7.682,,,,
306,06/04/18 05:00:00 AM,0.0,7.582,7.582,7.582,,,,
307,06/04/18 06:00:00 AM,53.8,7.381,7.381,7.381,,,,
308,06/04/18 07:00:00 AM,150.7,7.481,7.481,7.481,,,,
309,06/04/18 08:00:00 AM,312.2,7.481,7.481,7.481,,,,
310,06/04/18 09:00:00 AM,731.9,7.882,7.882,7.882,,,,
311,06/04/18 10:00:00 AM,2152.8,9.077,9.077,9.077,,,,
312,06/04/18 11:00:00 AM,5166.7,10.259,10.259,10.259,,,,
313,06/04/18 12:00:00 PM,4994.5,11.139,11.139,11.139,,,,
314,06/04/18 01:00:00 PM,5166.7,12.013,12.013,12.013,,,,
315,06/04/18 02:00:00 PM,2583.4,12.110,12.110,12.110,,,,
316,06/04/18 03:00:00 PM,3961.1,12.980,12.980,12.980,,,,
317,06/04/18 04:00:00 PM,1722.2,12.980,12.980,12.980,,,,
318,06/04/18 05:00:00 PM,1894.5,12.497,12.497,12.497,,,,
319,06/04/18 06:00:00 PM,1302.4,12.110,12.110,12.110,,,,
320,06/04/18 07:00:00 PM,1248.6,12.980,12.980,12.980,,,,
321,06/04/18 08:00:00 PM,505.9,10.846,10.846,10.846,,,,
322,06/04/18 09:00:00 PM,96.9,8.680,8.680,8.680,,,,
323,06/04/18 10:00:00 PM,0.0,7.381,7.381,7.381,,,,
324,06/04/18 11:00:00 PM,0.0,6.674,6.674,6.674,,,,
325,06/05/18 12:00:00 AM,0.0,6.370,6.370,6.370,,,,
326,06/05/18 01:00:00 AM,0.0,6.064,6.064,6.064,,,,
327,06/05/18 02:00:00 AM,0.0,6.471,6.471,6.471,,,,
328,06/05/18 03:00:00 AM,0.0,6.370,6.370,6.370,,,,
329,06/05/18 04:00:00 AM,0.0,6.471,6.471,6.471,,,,
330,06/05/18 05:00:00 AM,0.0,7.079,7.079,7.079,,,,
331,06/05/18 06:00:00 AM,258.3,7.079,7.079,7.079,,,,
332,06/05/18 07:00:00 AM,710.4,8.282,8.282,8.282,,,,
333,06/05/18 08:00:00 AM,1550.0,9.077,9.077,9.077,,,,
334,06/05/18 09:00:00 AM,742.7,9.571,9.571,9.571,,,,
335,06/05/18 10:00:00 AM,1894.5,9.472,9.472,9.472,,,,
336,06/05/18 11:00:00 AM,2755.6,10.455,10.455,10.455,,,,
337,06/05/18 12:00:00 PM,2669.5,11.334,11.334,11.334,,,,
338,06/05/18 01:00:00 PM,1980.6,11.431,11.431,11.431,,,,
339,06/05/18 02:00:00 PM,3100.0,12.110,12.110,12.110,,,,
340,06/05/18 03:00:00 PM,3788.9,12.787,12.787,12.787,,,,
341,06/05/18 04:00:00 PM,3616.7,13.461,13.461,13.461,,,,
342,06/05/18 05:00:00 PM,5166.7,14.325,14.325,14.325,,,,
343,06/05/18 06:00:00 PM,1377.8,13.750,13.750,13.750,,,,
344,06/05/18 07:00:00 PM,958.0,12.787,12.787,12.787,,,,
345,06/05/18 08:00:00 PM,236.8,12.110,12.110,12.110,,,,
346,06/05/18 09:00:00 PM,10.8,10.748,10.748,10.748,,,,
347,06/05/18 10:00:00 PM,0.0,10.259,10.259,10.259,,,,
348,06/05/18 11:00:00 PM,0.0,9.965,9.965,9.965,,,,
349,06/06/18 12:00:00 AM,0.0,9.866,9.866,9.866,,,,
350,06/06/18 01:00:00 AM,0.0,9.669,9.669,9.669,,,,
351,06/06/18 02:00:00 AM,0.0,9.176,9.176,9.176,,,,
352,06/06/18 03:00:00 AM,0.0,8.082,8.082,8.082,,,,
353,06/06/18 04:00:00 AM,0.0,7.682,7.682,7.682,,,,
354,06/06/18 05:00:00 AM,0.0,7.381,7.381,7.381,,,,
355,06/06/18 06:00:00 AM,312.2,7.682,7.682,7.682,,,,
356,06/06/18 07:00:00 AM,699.7,9.373,9.373,9.373,,,,
357,06/06/18 08:00:00 AM,1463.9,10.455,10.455,10.455,,,,
358,06/06/18 09:00:00 AM,2583.4,12.690,12.690,12.690,,,,
359,06/06/18 10:00:00 AM,4133.4,13.558,13.558,13.558,,,,
360,06/06/18 11:00:00 AM,4650.0,14.804,14.804,14.804,,,,
361,06/06/18 12:00:00 PM,4133.4,15.951,15.951,15.951,,,,
