"Plot Title: TL005"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 1266565, SEN S/N: 1266565, LBL: temp)","Intensity, Lux (LGR S/N: 1266565, SEN S/N: 1266565, LBL: li)","Max: Temperature, °C (LGR S/N: 1266565)","Min: Temperature, °C (LGR S/N: 1266565)","Avg: Temperature, °C (LGR S/N: 1266565)","Bad Battery (LGR S/N: 1266565)","Coupler Attached (LGR S/N: 1266565)","Host Connected (LGR S/N: 1266565)","Stopped (LGR S/N: 1266565)","End Of File (LGR S/N: 1266565)"
304,06/04/18 03:00:00 AM,8.779,0.0,8.779,8.779,8.779,,,,,
305,06/04/18 04:00:00 AM,8.680,0.0,8.680,8.680,8.680,,,,,
306,06/04/18 05:00:00 AM,8.581,0.0,8.581,8.581,8.581,,,,,
307,06/04/18 06:00:00 AM,8.481,96.9,8.481,8.481,8.481,,,,,
308,06/04/18 07:00:00 AM,8.382,312.2,8.382,8.382,8.382,,,,,
309,06/04/18 08:00:00 AM,8.282,775.0,8.282,8.282,8.282,,,,,
310,06/04/18 09:00:00 AM,8.382,2152.8,8.382,8.382,8.382,,,,,
311,06/04/18 10:00:00 AM,8.779,16533.4,8.779,8.779,8.779,,,,,
312,06/04/18 11:00:00 AM,9.768,10333.4,9.768,9.768,9.768,,,,,
313,06/04/18 12:00:00 PM,9.373,14466.8,9.373,9.373,9.373,,,,,
314,06/04/18 01:00:00 PM,9.571,8266.7,9.571,9.571,9.571,,,,,
315,06/04/18 02:00:00 PM,9.571,5166.7,9.571,9.571,9.571,,,,,
316,06/04/18 03:00:00 PM,9.768,4305.6,9.768,9.768,9.768,,,,,
317,06/04/18 04:00:00 PM,9.965,4994.5,9.965,9.965,9.965,,,,,
318,06/04/18 05:00:00 PM,10.063,3272.2,10.063,10.063,10.063,,,,,
319,06/04/18 06:00:00 PM,10.161,3616.7,10.161,10.161,10.161,,,,,
320,06/04/18 07:00:00 PM,9.965,1980.6,9.965,9.965,9.965,,,,,
321,06/04/18 08:00:00 PM,9.768,419.8,9.768,9.768,9.768,,,,,
322,06/04/18 09:00:00 PM,9.472,64.6,9.472,9.472,9.472,,,,,
323,06/04/18 10:00:00 PM,9.176,0.0,9.176,9.176,9.176,,,,,
324,06/04/18 11:00:00 PM,8.879,0.0,8.879,8.879,8.879,,,,,
325,06/05/18 12:00:00 AM,8.680,0.0,8.680,8.680,8.680,,,,,
326,06/05/18 01:00:00 AM,8.382,0.0,8.382,8.382,8.382,,,,,
327,06/05/18 02:00:00 AM,8.182,0.0,8.182,8.182,8.182,,,,,
328,06/05/18 03:00:00 AM,8.082,0.0,8.082,8.082,8.082,,,,,
329,06/05/18 04:00:00 AM,7.983,0.0,7.983,7.983,7.983,,,,,
330,06/05/18 05:00:00 AM,7.882,0.0,7.882,7.882,7.882,,,,,
331,06/05/18 06:00:00 AM,7.882,613.5,7.882,7.882,7.882,,,,,
332,06/05/18 07:00:00 AM,7.882,1550.0,7.882,7.882,7.882,,,,,
333,06/05/18 08:00:00 AM,7.983,3272.2,7.983,7.983,7.983,,,,,
334,06/05/18 09:00:00 AM,8.082,1722.2,8.082,8.082,8.082,,,,,
335,06/05/18 10:00:00 AM,8.182,3961.1,8.182,8.182,8.182,,,,,
336,06/05/18 11:00:00 AM,8.382,4133.4,8.382,8.382,8.382,,,,,
337,06/05/18 12:00:00 PM,8.581,5166.7,8.581,8.581,8.581,,,,,
338,06/05/18 01:00:00 PM,8.680,4133.4,8.680,8.680,8.680,,,,,
339,06/05/18 02:00:00 PM,8.978,8266.7,8.978,8.978,8.978,,,,,
340,06/05/18 03:00:00 PM,9.077,7233.4,9.077,9.077,9.077,,,,,
341,06/05/18 04:00:00 PM,9.275,6200.0,9.275,9.275,9.275,,,,,
342,06/05/18 05:00:00 PM,9.373,6200.0,9.373,9.373,9.373,,,,,
343,06/05/18 06:00:00 PM,9.373,2927.8,9.373,9.373,9.373,,,,,
344,06/05/18 07:00:00 PM,9.373,2066.7,9.373,9.373,9.373,,,,,
345,06/05/18 08:00:00 PM,9.275,581.3,9.275,9.275,9.275,,,,,
346,06/05/18 09:00:00 PM,9.176,21.5,9.176,9.176,9.176,,,,,
347,06/05/18 10:00:00 PM,9.077,0.0,9.077,9.077,9.077,,,,,
348,06/05/18 11:00:00 PM,8.978,0.0,8.978,8.978,8.978,,,,,
349,06/06/18 12:00:00 AM,8.978,0.0,8.978,8.978,8.978,,,,,
350,06/06/18 01:00:00 AM,8.879,0.0,8.879,8.879,8.879,,,,,
351,06/06/18 02:00:00 AM,8.779,0.0,8.779,8.779,8.779,,,,,
352,06/06/18 03:00:00 AM,8.680,0.0,8.680,8.680,8.680,,,,,
353,06/06/18 04:00:00 AM,8.481,0.0,8.481,8.481,8.481,,,,,
354,06/06/18 05:00:00 AM,8.382,0.0,8.382,8.382,8.382,,,,,
355,06/06/18 06:00:00 AM,8.282,796.5,8.282,8.282,8.282,,,,,
356,06/06/18 07:00:00 AM,8.282,1463.9,8.282,8.282,8.282,,,,,
357,06/06/18 08:00:00 AM,8.481,3616.7,8.481,8.481,8.481,,,,,
358,06/06/18 09:00:00 AM,8.879,6200.0,8.879,8.879,8.879,,,,,
359,06/06/18 10:00:00 AM,9.373,12400.1,9.373,9.373,9.373,,,,,
360,06/06/18 11:00:00 AM,12.401,82667.2,12.401,12.401,12.401,,,,,
361,06/06/18 12:00:00 PM,10.553,10333.4,10.553,10.553,10.553,,,,,
362,06/06/18 01:00:00 PM,10.748,9300.1,10.748,10.748,10.748,,,,,
363,06/06/18 02:00:00 PM,10.748,6544.5,10.748,10.748,10.748,,,,,
364,06/06/18 03:00:00 PM,10.944,7233.4,10.944,10.944,10.944,,,,,
365,06/06/18 04:00:00 PM,11.139,4133.4,11.139,11.139,11.139,,,,,
366,06/06/18 05:00:00 PM,11.334,4650.0,11.334,11.334,11.334,,,,,
367,06/06/18 06:00:00 PM,11.334,3616.7,11.334,11.334,11.334,,,,,
368,06/06/18 07:00:00 PM,11.431,2066.7,11.431,11.431,11.431,,,,,
369,06/06/18 08:00:00 PM,11.236,731.9,11.236,11.236,11.236,,,,,
370,06/06/18 09:00:00 PM,11.041,96.9,11.041,11.041,11.041,,,,,
371,06/06/18 10:00:00 PM,10.748,0.0,10.748,10.748,10.748,,,,,
372,06/06/18 11:00:00 PM,10.553,0.0,10.553,10.553,10.553,,,,,
373,06/07/18 12:00:00 AM,10.357,0.0,10.357,10.357,10.357,,,,,
374,06/07/18 01:00:00 AM,10.161,0.0,10.161,10.161,10.161,,,,,
375,06/07/18 02:00:00 AM,9.965,0.0,9.965,9.965,9.965,,,,,
376,06/07/18 03:00:00 AM,9.866,0.0,9.866,9.866,9.866,,,,,
377,06/07/18 04:00:00 AM,9.669,0.0,9.669,9.669,9.669,,,,,
378,06/07/18 05:00:00 AM,9.472,0.0,9.472,9.472,9.472,,,,,
379,06/07/18 06:00:00 AM,9.472,624.3,9.472,9.472,9.472,,,,,
380,06/07/18 07:00:00 AM,9.571,2755.6,9.571,9.571,9.571,,,,,
381,06/07/18 08:00:00 AM,9.571,2238.9,9.571,9.571,9.571,,,,,
382,06/07/18 09:00:00 AM,9.571,1259.4,9.571,9.571,9.571,,,,,
383,06/07/18 10:00:00 AM,9.571,1248.6,9.571,9.571,9.571,,,,,
384,06/07/18 11:00:00 AM,9.571,2066.7,9.571,9.571,9.571,,,,,
385,06/07/18 12:00:00 PM,9.571,2325.0,9.571,9.571,9.571,,,,,
386,06/07/18 01:00:00 PM,9.571,2755.6,9.571,9.571,9.571,,,,,
387,06/07/18 02:00:00 PM,9.768,3444.5,9.768,9.768,9.768,,,,,
388,06/07/18 03:00:00 PM,9.669,2325.0,9.669,9.669,9.669,,,,,
389,06/07/18 04:00:00 PM,9.768,1980.6,9.768,9.768,9.768,,,,,
390,06/07/18 05:00:00 PM,9.768,1894.5,9.768,9.768,9.768,,,,,
391,06/07/18 06:00:00 PM,9.866,2755.6,9.866,9.866,9.866,,,,,
392,06/07/18 07:00:00 PM,10.063,3444.5,10.063,10.063,10.063,,,,,
393,06/07/18 08:00:00 PM,9.866,1237.9,9.866,9.866,9.866,,,,,
394,06/07/18 09:00:00 PM,9.768,64.6,9.768,9.768,9.768,,,,,
395,06/07/18 10:00:00 PM,9.571,0.0,9.571,9.571,9.571,,,,,
396,06/07/18 11:00:00 PM,9.571,0.0,9.571,9.571,9.571,,,,,
397,06/08/18 12:00:00 AM,9.472,0.0,9.472,9.472,9.472,,,,,
398,06/08/18 01:00:00 AM,9.472,0.0,9.472,9.472,9.472,,,,,
399,06/08/18 02:00:00 AM,9.472,0.0,9.472,9.472,9.472,,,,,
400,06/08/18 03:00:00 AM,9.373,0.0,9.373,9.373,9.373,,,,,
401,06/08/18 04:00:00 AM,9.373,0.0,9.373,9.373,9.373,,,,,
402,06/08/18 05:00:00 AM,9.373,0.0,9.373,9.373,9.373,,,,,
403,06/08/18 06:00:00 AM,9.373,96.9,9.373,9.373,9.373,,,,,
404,06/08/18 07:00:00 AM,9.373,258.3,9.373,9.373,9.373,,,,,
405,06/08/18 08:00:00 AM,9.373,645.8,9.373,9.373,9.373,,,,,
406,06/08/18 09:00:00 AM,9.373,688.9,9.373,9.373,9.373,,,,,
407,06/08/18 10:00:00 AM,9.373,1377.8,9.373,9.373,9.373,,,,,
408,06/08/18 11:00:00 AM,9.373,1184.0,9.373,9.373,9.373,,,,,
409,06/08/18 12:00:00 PM,9.472,3100.0,9.472,9.472,9.472,,,,,
410,06/08/18 01:00:00 PM,9.472,2152.8,9.472,9.472,9.472,,,,,
411,06/08/18 02:00:00 PM,9.472,1980.6,9.472,9.472,9.472,,,,,
412,06/08/18 03:00:00 PM,9.472,1808.3,9.472,9.472,9.472,,,,,
413,06/08/18 04:00:00 PM,9.373,624.3,9.373,9.373,9.373,,,,,
414,06/08/18 05:00:00 PM,9.373,1722.2,9.373,9.373,9.373,,,,,
415,06/08/18 06:00:00 PM,9.373,1291.7,9.373,9.373,9.373,,,,,
416,06/08/18 07:00:00 PM,9.176,656.6,9.176,9.176,9.176,,,,,
417,06/08/18 08:00:00 PM,8.978,387.5,8.978,8.978,8.978,,,,,
418,06/08/18 09:00:00 PM,8.879,0.0,8.879,8.879,8.879,,,,,
419,06/08/18 10:00:00 PM,8.779,0.0,8.779,8.779,8.779,,,,,
420,06/08/18 11:00:00 PM,8.680,0.0,8.680,8.680,8.680,,,,,
421,06/09/18 12:00:00 AM,8.581,0.0,8.581,8.581,8.581,,,,,
422,06/09/18 01:00:00 AM,8.481,0.0,8.481,8.481,8.481,,,,,
423,06/09/18 02:00:00 AM,8.382,0.0,8.382,8.382,8.382,,,,,
424,06/09/18 03:00:00 AM,8.182,0.0,8.182,8.182,8.182,,,,,
425,06/09/18 04:00:00 AM,8.182,0.0,8.182,8.182,8.182,,,,,
426,06/09/18 05:00:00 AM,8.082,0.0,8.082,8.082,8.082,,,,,
427,06/09/18 06:00:00 AM,7.983,53.8,7.983,7.983,7.983,,,,,
428,06/09/18 07:00:00 AM,7.983,312.2,7.983,7.983,7.983,,,,,
429,06/09/18 08:00:00 AM,7.983,925.7,7.983,7.983,7.983,,,,,
430,06/09/18 09:00:00 AM,8.082,2411.1,8.082,8.082,8.082,,,,,
431,06/09/18 10:00:00 AM,8.182,1808.3,8.182,8.182,8.182,,,,,
432,06/09/18 11:00:00 AM,8.282,882.6,8.282,8.282,8.282,,,,,
433,06/09/18 12:00:00 PM,8.481,3788.9,8.481,8.481,8.481,,,,,
434,06/09/18 01:00:00 PM,8.879,2238.9,8.879,8.879,8.879,,,,,
435,06/09/18 02:00:00 PM,8.680,2927.8,8.680,8.680,8.680,,,,,
436,06/09/18 03:00:00 PM,9.077,3961.1,9.077,9.077,9.077,,,,,
437,06/09/18 04:00:00 PM,8.978,2152.8,8.978,8.978,8.978,,,,,
438,06/09/18 05:00:00 PM,8.779,3272.2,8.779,8.779,8.779,,,,,
439,06/09/18 06:00:00 PM,9.077,17222.3,9.077,9.077,9.077,,,,,
440,06/09/18 07:00:00 PM,9.077,4650.0,9.077,9.077,9.077,,,,,
441,06/09/18 08:00:00 PM,8.680,387.5,8.680,8.680,8.680,,,,,
442,06/09/18 09:00:00 PM,8.382,64.6,8.382,8.382,8.382,,,,,
443,06/09/18 10:00:00 PM,8.182,0.0,8.182,8.182,8.182,,,,,
444,06/09/18 11:00:00 PM,8.082,0.0,8.082,8.082,8.082,,,,,
445,06/10/18 12:00:00 AM,7.983,0.0,7.983,7.983,7.983,,,,,
446,06/10/18 01:00:00 AM,7.782,0.0,7.782,7.782,7.782,,,,,
447,06/10/18 02:00:00 AM,7.782,0.0,7.782,7.782,7.782,,,,,
448,06/10/18 03:00:00 AM,7.782,0.0,7.782,7.782,7.782,,,,,
449,06/10/18 04:00:00 AM,7.782,0.0,7.782,7.782,7.782,,,,,
450,06/10/18 05:00:00 AM,7.782,0.0,7.782,7.782,7.782,,,,,
451,06/10/18 06:00:00 AM,7.682,0.0,7.682,7.682,7.682,,,,,
452,06/10/18 07:00:00 AM,7.582,312.2,7.582,7.582,7.582,,,,,
453,06/10/18 08:00:00 AM,7.582,904.2,7.582,7.582,7.582,,,,,
454,06/10/18 09:00:00 AM,7.582,409.0,7.582,7.582,7.582,,,,,
455,06/10/18 10:00:00 AM,7.582,183.0,7.582,7.582,7.582,,,,,
456,06/10/18 11:00:00 AM,7.782,4133.4,7.782,7.782,7.782,,,,,
457,06/10/18 12:00:00 PM,8.282,22044.6,8.282,8.282,8.282,,,,,
458,06/10/18 01:00:00 PM,8.581,3100.0,8.581,8.581,8.581,,,,,
459,06/10/18 02:00:00 PM,8.978,3272.2,8.978,8.978,8.978,,,,,
460,06/10/18 03:00:00 PM,8.978,3961.1,8.978,8.978,8.978,,,,,
461,06/10/18 04:00:00 PM,8.680,3788.9,8.680,8.680,8.680,,,,,
462,06/10/18 05:00:00 PM,8.779,5166.7,8.779,8.779,8.779,,,,,
463,06/10/18 06:00:00 PM,8.680,1808.3,8.680,8.680,8.680,,,,,
464,06/10/18 07:00:00 PM,8.382,430.6,8.382,8.382,8.382,,,,,
465,06/10/18 08:00:00 PM,8.182,301.4,8.182,8.182,8.182,,,,,
466,06/10/18 09:00:00 PM,7.983,0.0,7.983,7.983,7.983,,,,,
467,06/10/18 10:00:00 PM,7.882,0.0,7.882,7.882,7.882,,,,,
468,06/10/18 11:00:00 PM,7.782,0.0,7.782,7.782,7.782,,,,,
469,06/11/18 12:00:00 AM,7.782,0.0,7.782,7.782,7.782,,,,,
470,06/11/18 01:00:00 AM,7.782,0.0,7.782,7.782,7.782,,,,,
471,06/11/18 02:00:00 AM,7.682,0.0,7.682,7.682,7.682,,,,,
472,06/11/18 03:00:00 AM,7.582,0.0,7.582,7.582,7.582,,,,,
473,06/11/18 04:00:00 AM,7.582,0.0,7.582,7.582,7.582,,,,,
474,06/11/18 05:00:00 AM,7.582,0.0,7.582,7.582,7.582,,,,,
475,06/11/18 06:00:00 AM,7.582,0.0,7.582,7.582,7.582,,,,,
476,06/11/18 07:00:00 AM,7.582,301.4,7.582,7.582,7.582,,,,,
477,06/11/18 08:00:00 AM,7.582,1377.8,7.582,7.582,7.582,,,,,
478,06/11/18 09:00:00 AM,7.983,6544.5,7.983,7.983,7.983,,,,,
479,06/11/18 10:00:00 AM,7.782,861.1,7.782,7.782,7.782,,,,,
480,06/11/18 11:00:00 AM,7.882,2152.8,7.882,7.882,7.882,,,,,
481,06/11/18 12:00:00 PM,7.983,2066.7,7.983,7.983,7.983,,,,,
482,06/11/18 01:00:00 PM,8.182,5511.1,8.182,8.182,8.182,,,,,
483,06/11/18 02:00:00 PM,8.581,4822.3,8.581,8.581,8.581,,,,,
484,06/11/18 03:00:00 PM,8.978,3788.9,8.978,8.978,8.978,,,,,
485,06/11/18 04:00:00 PM,9.275,4133.4,9.275,9.275,9.275,,,,,
486,06/11/18 05:00:00 PM,9.472,4994.5,9.472,9.472,9.472,,,,,
487,06/11/18 06:00:00 PM,10.161,14466.8,10.161,10.161,10.161,,,,,
488,06/11/18 07:00:00 PM,9.571,2238.9,9.571,9.571,9.571,,,,,
489,06/11/18 08:00:00 PM,9.275,473.6,9.275,9.275,9.275,,,,,
490,06/11/18 09:00:00 PM,8.879,64.6,8.879,8.879,8.879,,,,,
491,06/11/18 10:00:00 PM,8.581,0.0,8.581,8.581,8.581,,,,,
492,06/11/18 11:00:00 PM,8.282,0.0,8.282,8.282,8.282,,,,,
493,06/12/18 12:00:00 AM,7.983,0.0,7.983,7.983,7.983,,,,,
494,06/12/18 01:00:00 AM,7.782,0.0,7.782,7.782,7.782,,,,,
495,06/12/18 02:00:00 AM,7.582,0.0,7.582,7.582,7.582,,,,,
496,06/12/18 03:00:00 AM,7.481,0.0,7.481,7.481,7.481,,,,,
497,06/12/18 04:00:00 AM,7.381,0.0,7.381,7.381,7.381,,,,,
498,06/12/18 05:00:00 AM,7.179,0.0,7.179,7.179,7.179,,,,,
499,06/12/18 06:00:00 AM,7.179,226.0,7.179,7.179,7.179,,,,,
500,06/12/18 07:00:00 AM,7.179,1894.5,7.179,7.179,7.179,,,,,
501,06/12/18 08:00:00 AM,7.381,3788.9,7.381,7.381,7.381,,,,,
502,06/12/18 09:00:00 AM,7.682,4133.4,7.682,7.682,7.682,,,,,
503,06/12/18 10:00:00 AM,7.983,4133.4,7.983,7.983,7.983,,,,,
504,06/12/18 11:00:00 AM,8.581,12400.1,8.581,8.581,8.581,,,,,
505,06/12/18 12:00:00 PM,8.779,4650.0,8.779,8.779,8.779,,,,,
506,06/12/18 01:00:00 PM,8.879,4133.4,8.879,8.879,8.879,,,,,
507,06/12/18 02:00:00 PM,9.077,5166.7,9.077,9.077,9.077,,,,,
508,06/12/18 03:00:00 PM,9.077,3788.9,9.077,9.077,9.077,,,,,
509,06/12/18 04:00:00 PM,9.176,3100.0,9.176,9.176,9.176,,,,,
510,06/12/18 05:00:00 PM,9.176,2325.0,9.176,9.176,9.176,,,,,
511,06/12/18 06:00:00 PM,9.077,1550.0,9.077,9.077,9.077,,,,,
512,06/12/18 07:00:00 PM,8.978,925.7,8.978,8.978,8.978,,,,,
513,06/12/18 08:00:00 PM,8.879,538.2,8.879,8.879,8.879,,,,,
514,06/12/18 09:00:00 PM,8.779,0.0,8.779,8.779,8.779,,,,,
515,06/12/18 10:00:00 PM,8.680,0.0,8.680,8.680,8.680,,,,,
516,06/12/18 11:00:00 PM,8.581,0.0,8.581,8.581,8.581,,,,,
517,06/13/18 12:00:00 AM,8.581,0.0,8.581,8.581,8.581,,,,,
518,06/13/18 01:00:00 AM,8.481,0.0,8.481,8.481,8.481,,,,,
519,06/13/18 02:00:00 AM,8.382,0.0,8.382,8.382,8.382,,,,,
520,06/13/18 03:00:00 AM,8.382,0.0,8.382,8.382,8.382,,,,,
521,06/13/18 04:00:00 AM,8.382,0.0,8.382,8.382,8.382,,,,,
522,06/13/18 05:00:00 AM,8.282,0.0,8.282,8.282,8.282,,,,,
523,06/13/18 06:00:00 AM,8.282,21.5,8.282,8.282,8.282,,,,,
524,06/13/18 07:00:00 AM,8.182,602.8,8.182,8.182,8.182,,,,,
525,06/13/18 08:00:00 AM,8.182,344.4,8.182,8.182,8.182,,,,,
526,06/13/18 09:00:00 AM,8.182,667.4,8.182,8.182,8.182,,,,,
527,06/13/18 10:00:00 AM,8.082,871.9,8.082,8.082,8.082,,,,,
528,06/13/18 11:00:00 AM,8.182,1184.0,8.182,8.182,8.182,,,,,
529,06/13/18 12:00:00 PM,8.082,527.4,8.082,8.082,8.082,,,,,
530,06/13/18 01:00:00 PM,8.182,688.9,8.182,8.182,8.182,,,,,
531,06/13/18 02:00:00 PM,8.282,2927.8,8.282,8.282,8.282,,,,,
532,06/13/18 03:00:00 PM,8.382,3100.0,8.382,8.382,8.382,,,,,
533,06/13/18 04:00:00 PM,8.680,3444.5,8.680,8.680,8.680,,,,,
534,06/13/18 05:00:00 PM,8.779,1980.6,8.779,8.779,8.779,,,,,
535,06/13/18 06:00:00 PM,8.779,1291.7,8.779,8.779,8.779,,,,,
536,06/13/18 07:00:00 PM,8.680,516.7,8.680,8.680,8.680,,,,,
537,06/13/18 08:00:00 PM,8.581,624.3,8.581,8.581,8.581,,,,,
538,06/13/18 09:00:00 PM,8.481,0.0,8.481,8.481,8.481,,,,,
539,06/13/18 10:00:00 PM,8.382,0.0,8.382,8.382,8.382,,,,,
540,06/13/18 11:00:00 PM,8.382,0.0,8.382,8.382,8.382,,,,,
541,06/14/18 12:00:00 AM,8.282,0.0,8.282,8.282,8.282,,,,,
542,06/14/18 01:00:00 AM,8.182,0.0,8.182,8.182,8.182,,,,,
543,06/14/18 02:00:00 AM,8.182,0.0,8.182,8.182,8.182,,,,,
544,06/14/18 03:00:00 AM,8.082,0.0,8.082,8.082,8.082,,,,,
545,06/14/18 04:00:00 AM,7.983,0.0,7.983,7.983,7.983,,,,,
546,06/14/18 05:00:00 AM,7.983,0.0,7.983,7.983,7.983,,,,,
547,06/14/18 06:00:00 AM,7.983,43.1,7.983,7.983,7.983,,,,,
548,06/14/18 07:00:00 AM,7.882,236.8,7.882,7.882,7.882,,,,,
549,06/14/18 08:00:00 AM,7.882,559.7,7.882,7.882,7.882,,,,,
550,06/14/18 09:00:00 AM,7.882,1054.9,7.882,7.882,7.882,,,,,
551,06/14/18 10:00:00 AM,7.983,1141.0,7.983,7.983,7.983,,,,,
552,06/14/18 11:00:00 AM,7.983,839.6,7.983,7.983,7.983,,,,,
553,06/14/18 12:00:00 PM,8.082,1894.5,8.082,8.082,8.082,,,,,
554,06/14/18 01:00:00 PM,8.082,1463.9,8.082,8.082,8.082,,,,,
555,06/14/18 02:00:00 PM,8.182,882.6,8.182,8.182,8.182,,,,,
556,06/14/18 03:00:00 PM,8.581,4650.0,8.581,8.581,8.581,,,,,
557,06/14/18 04:00:00 PM,8.779,4305.6,8.779,8.779,8.779,,,,,
558,06/14/18 05:00:00 PM,8.779,4133.4,8.779,8.779,8.779,,,,,
559,06/14/18 06:00:00 PM,8.680,2669.5,8.680,8.680,8.680,,,,,
560,06/14/18 07:00:00 PM,8.581,2152.8,8.581,8.581,8.581,,,,,
561,06/14/18 08:00:00 PM,8.382,570.5,8.382,8.382,8.382,,,,,
562,06/14/18 09:00:00 PM,8.282,21.5,8.282,8.282,8.282,,,,,
563,06/14/18 10:00:00 PM,8.182,0.0,8.182,8.182,8.182,,,,,
564,06/14/18 11:00:00 PM,8.082,0.0,8.082,8.082,8.082,,,,,
565,06/15/18 12:00:00 AM,8.082,0.0,8.082,8.082,8.082,,,,,
566,06/15/18 01:00:00 AM,7.983,0.0,7.983,7.983,7.983,,,,,
567,06/15/18 02:00:00 AM,7.882,0.0,7.882,7.882,7.882,,,,,
568,06/15/18 03:00:00 AM,7.882,0.0,7.882,7.882,7.882,,,,,
569,06/15/18 04:00:00 AM,7.782,0.0,7.782,7.782,7.782,,,,,
570,06/15/18 05:00:00 AM,7.782,0.0,7.782,7.782,7.782,,,,,
571,06/15/18 06:00:00 AM,7.782,215.3,7.782,7.782,7.782,,,,,
572,06/15/18 07:00:00 AM,7.882,904.2,7.882,7.882,7.882,,,,,
573,06/15/18 08:00:00 AM,7.983,3272.2,7.983,7.983,7.983,,,,,
574,06/15/18 09:00:00 AM,8.182,3444.5,8.182,8.182,8.182,,,,,
575,06/15/18 10:00:00 AM,8.382,3788.9,8.382,8.382,8.382,,,,,
576,06/15/18 11:00:00 AM,8.680,2927.8,8.680,8.680,8.680,,,,,
577,06/15/18 12:00:00 PM,8.779,4133.4,8.779,8.779,8.779,,,,,
578,06/15/18 01:00:00 PM,9.077,4477.8,9.077,9.077,9.077,,,,,
579,06/15/18 02:00:00 PM,9.275,4650.0,9.275,9.275,9.275,,,,,
580,06/15/18 03:00:00 PM,9.373,2238.9,9.373,9.373,9.373,,,,,
581,06/15/18 04:00:00 PM,9.373,3788.9,9.373,9.373,9.373,,,,,
582,06/15/18 05:00:00 PM,9.472,2325.0,9.472,9.472,9.472,,,,,
583,06/15/18 06:00:00 PM,9.571,2411.1,9.571,9.571,9.571,,,,,
584,06/15/18 07:00:00 PM,9.373,1291.7,9.373,9.373,9.373,,,,,
585,06/15/18 08:00:00 PM,9.176,990.3,9.176,9.176,9.176,,,,,
586,06/15/18 09:00:00 PM,9.077,0.0,9.077,9.077,9.077,,,,,
587,06/15/18 10:00:00 PM,8.879,0.0,8.879,8.879,8.879,,,,,
588,06/15/18 11:00:00 PM,8.779,0.0,8.779,8.779,8.779,,,,,
589,06/16/18 12:00:00 AM,8.680,0.0,8.680,8.680,8.680,,,,,
590,06/16/18 01:00:00 AM,8.680,0.0,8.680,8.680,8.680,,,,,
591,06/16/18 02:00:00 AM,8.581,0.0,8.581,8.581,8.581,,,,,
592,06/16/18 03:00:00 AM,8.481,0.0,8.481,8.481,8.481,,,,,
593,06/16/18 04:00:00 AM,8.382,0.0,8.382,8.382,8.382,,,,,
594,06/16/18 05:00:00 AM,8.282,0.0,8.282,8.282,8.282,,,,,
595,06/16/18 06:00:00 AM,8.182,301.4,8.182,8.182,8.182,,,,,
596,06/16/18 07:00:00 AM,8.182,538.2,8.182,8.182,8.182,,,,,
597,06/16/18 08:00:00 AM,8.282,1550.0,8.282,8.282,8.282,,,,,
598,06/16/18 09:00:00 AM,8.581,2497.2,8.581,8.581,8.581,,,,,
599,06/16/18 10:00:00 AM,8.978,2238.9,8.978,8.978,8.978,,,,,
600,06/16/18 11:00:00 AM,11.431,55111.5,11.431,11.431,11.431,,,,,
601,06/16/18 12:00:00 PM,10.553,11022.3,10.553,10.553,10.553,,,,,
602,06/16/18 01:00:00 PM,11.236,15155.7,11.236,11.236,11.236,,,,,
603,06/16/18 02:00:00 PM,11.625,1980.6,11.625,11.625,11.625,,,,,
604,06/16/18 03:00:00 PM,12.207,1636.1,12.207,12.207,12.207,,,,,
605,06/16/18 04:00:00 PM,12.690,1980.6,12.690,12.690,12.690,,,,,
606,06/16/18 05:00:00 PM,12.690,1463.9,12.690,12.690,12.690,,,,,
607,06/16/18 06:00:00 PM,13.269,12400.1,13.269,13.269,13.269,,,,,
608,06/16/18 07:00:00 PM,12.690,1227.1,12.690,12.690,12.690,,,,,
609,06/16/18 08:00:00 PM,12.207,301.4,12.207,12.207,12.207,,,,,
610,06/16/18 09:00:00 PM,11.722,64.6,11.722,11.722,11.722,,,,,
611,06/16/18 10:00:00 PM,11.334,0.0,11.334,11.334,11.334,,,,,
612,06/16/18 11:00:00 PM,11.041,0.0,11.041,11.041,11.041,,,,,
613,06/17/18 12:00:00 AM,10.748,0.0,10.748,10.748,10.748,,,,,
614,06/17/18 01:00:00 AM,10.553,0.0,10.553,10.553,10.553,,,,,
615,06/17/18 02:00:00 AM,10.357,0.0,10.357,10.357,10.357,,,,,
616,06/17/18 03:00:00 AM,10.161,0.0,10.161,10.161,10.161,,,,,
617,06/17/18 04:00:00 AM,9.965,0.0,9.965,9.965,9.965,,,,,
618,06/17/18 05:00:00 AM,9.866,0.0,9.866,9.866,9.866,,,,,
619,06/17/18 06:00:00 AM,9.768,150.7,9.768,9.768,9.768,,,,,
620,06/17/18 07:00:00 AM,9.669,473.6,9.669,9.669,9.669,,,,,
621,06/17/18 08:00:00 AM,9.768,1636.1,9.768,9.768,9.768,,,,,
622,06/17/18 09:00:00 AM,10.063,2583.4,10.063,10.063,10.063,,,,,
623,06/17/18 10:00:00 AM,10.357,2066.7,10.357,10.357,10.357,,,,,
624,06/17/18 11:00:00 AM,12.690,52355.9,12.690,12.690,12.690,,,,,
625,06/17/18 12:00:00 PM,11.722,2669.5,11.722,11.722,11.722,,,,,
626,06/17/18 01:00:00 PM,12.497,18600.1,12.497,12.497,12.497,,,,,
